PeakID (cmd=annotatePeaks.pl loss_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
313	chr9	128809712	128810211	+	0	NA	3' UTR (NM_018201, exon 12 of 12)	3' UTR (NM_018201, exon 12 of 12)	-8539	NM_004435	2021	Hs.745161	NM_004435	ENSG00000167136	ENDOG	-	endonuclease G	protein-coding
685	chr7	32854009	32854508	+	0	NA	Intergenic	Intergenic	27956	NR_132360	102724668	Hs.636806	NR_132360		DPY19L1P2	THC1072510	DPY19L1 pseudogene 2	pseudo
1242	chr20	35801383	35801882	+	0	NA	intron (NM_016436, intron 2 of 17)	intron (NM_016436, intron 2 of 17)	29617	NM_016436	51230	Hs.517044	NM_016436	ENSG00000025293	PHF20	C20orf104|GLEA2|HCA58|NZF|TDRD20A|TZP	PHD finger protein 20	protein-coding
149	chr7	47659344	47659843	+	0	NA	3' UTR (NM_001123065, exon 3 of 3)	3' UTR (NM_001123065, exon 3 of 3)	4349	NM_001123065	401335	Hs.520816	NM_001123065		C7orf65	-	chromosome 7 open reading frame 65	protein-coding
373	chr3	29453781	29454280	+	0	NA	intron (NM_001003792, intron 2 of 13)	intron (NM_001003792, intron 2 of 13)	172718	NM_014483	27303	Hs.221436	NM_014483	ENSG00000144642	RBMS3	-	RNA binding motif single stranded interacting protein 3	protein-coding
221	chr21	16978298	16978797	+	0	NA	Intergenic	LTR41|LTR|ERVL	388310	NR_029694	406912		NR_029694	ENSG00000207863	MIR125B2	MIRN125B2|mir-125b-2	microRNA 125b-2	ncRNA
99	chr11	111591034	111591533	+	0	NA	Intergenic	L2c|LINE|L2	-11166	NM_015191	23235	Hs.269128	NM_015191	ENSG00000170145	SIK2	LOH11CR1I|QIK|SIK-2|SNF1LK2	salt inducible kinase 2	protein-coding
243	chr14	68269114	68269613	+	0	NA	intron (NM_133509, intron 7 of 10)	L2a|LINE|L2	359424	NR_135816	100996664		NR_135816		LOC100996664	-	uncharacterized LOC100996664	ncRNA
338	chr8	6775315	6775814	+	0	NA	Intergenic	Intergenic	-30324	NR_039807	100616372		NR_039807	ENSG00000283386	MIR4659B	-	microRNA 4659b	ncRNA
816	chr20	35020975	35021474	+	0	NA	exon (NM_015638, exon 9 of 19)	exon (NM_015638, exon 9 of 19)	-30752	NR_039912	100616134		NR_039912	ENSG00000283441	MIR499B	MIR499A|hsa-mir-499b	microRNA 499b	ncRNA
486	chr2	99517569	99518068	+	0	NA	Intergenic	Intergenic	-27801	NM_001321454	51455	Hs.443077	NM_016316	ENSG00000135945	REV1	AIBP80|REV1L	REV1 DNA directed polymerase	protein-coding
503	chr5	142374613	142375112	+	0	NA	intron (NR_120664, intron 3 of 3)	intron (NR_120664, intron 3 of 3)	49569	NR_120664	101926941	Hs.658945	NR_120664	ENSG00000231185	SPRY4-AS1	THCAT68	SPRY4 antisense RNA 1	ncRNA
1211	chr9	94212641	94213140	+	0	NA	intron (NR_160773, intron 1 of 2)	intron (NR_160773, intron 1 of 2)	-8324	NR_046165	158257	Hs.652626	NR_046163	ENSG00000230262	LINC02603	MIRLET7DHG	long intergenic non-protein coding RNA 2603	ncRNA
876	chr3	150734657	150735156	+	0	NA	intron (NR_121657, intron 2 of 2)	intron (NR_121657, intron 2 of 2)	4079	NR_121657	101928105		NR_121657		LOC101928105	-	uncharacterized LOC101928105	ncRNA
198	chr1	172242257	172242756	+	0	NA	intron (NR_146559, intron 15 of 20)	AluJr|SINE|Alu	-97671	NR_103486	100628315	Hs.584880	NR_038397		DNM3OS	DNM3-AS1|MIR199A2HG	DNM3 opposite strand/antisense RNA	ncRNA
1195	chr6	7129216	7129715	+	0	NA	intron (NM_001003699, intron 1 of 12)	intron (NM_001003699, intron 1 of 12)	21504	NM_001003698	6239	Hs.298248	NM_002955	ENSG00000124782	RREB1	FINB|HNT|LZ321|RREB-1|Zep-1	ras responsive element binding protein 1	protein-coding
1170	chr8	102670260	102670759	+	0	NA	intron (NR_160672, intron 3 of 4)	intron (NR_160672, intron 3 of 4)	14261	NR_160672	101927245		NR_160672		LOC101927245	-	uncharacterized LOC101927245	ncRNA
1232	chr10	114001756	114002255	+	0	NA	Intergenic	Intergenic	-41861	NM_000684	153	Hs.99913	NM_000684	ENSG00000043591	ADRB1	ADRB1R|B1AR|BETA1AR|RHR	adrenoceptor beta 1	protein-coding
314	chr12	121989136	121989635	+	0	NA	intron (NM_144668, intron 19 of 21)	intron (NM_144668, intron 19 of 21)	-32499	NM_020993	605	Hs.530970	NM_020993	ENSG00000110987	BCL7A	BCL7	BAF chromatin remodeling complex subunit BCL7A	protein-coding
1183	chr6	138980167	138980666	+	0	NA	intron (NM_031922, intron 1 of 19)	L2|LINE|L2	7845	NM_001286611	85021	Hs.334603	NM_031922	ENSG00000135597	REPS1	NBIA7|RALBP1	RALBP1 associated Eps domain containing 1	protein-coding
680	chr4	128803014	128803513	+	0	NA	Intergenic	Intergenic	-6437	NM_024900	79960	Hs.12420	NM_024900	ENSG00000077684	JADE1	PHF17	jade family PHD finger 1	protein-coding
931	chr6	11290891	11291390	+	0	NA	intron (NM_001142393, intron 2 of 7)	intron (NM_001142393, intron 2 of 7)	-58458	NM_001271033	4739	Hs.37982	NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
66	chr2	201761060	201761559	+	0	NA	exon (NM_001135745, exon 4 of 4)	exon (NM_001135745, exon 4 of 4)	19624	NM_020919	57679	Hs.471096	NM_020919	ENSG00000003393	ALS2	ALS2CR6|ALSJ|IAHSP|PLSJ	alsin Rho guanine nucleotide exchange factor ALS2	protein-coding
244	chr2	238236511	238237010	+	0	NA	Intergenic	Intergenic	3278	NM_001282434	55502	Hs.42949	NM_018645	ENSG00000144485	HES6	C-HAIRY1|HES-6|bHLHb41|bHLHc23	hes family bHLH transcription factor 6	protein-coding
567	chr17	2122506	2123005	+	0	NA	intron (NM_001256827, intron 6 of 11)	intron (NM_001256827, intron 6 of 11)	-33994	NM_001282326	23293	Hs.448342	NM_017575	ENSG00000070366	SMG6	C17orf31|EST1A|SMG-6|hSMG5/7a	SMG6 nonsense mediated mRNA decay factor	protein-coding
849	chr11	86044496	86044995	+	0	NA	intron (NM_001206947, intron 1 of 18)	MER1B|DNA|hAT-Charlie	24339	NM_001008660	8301	Hs.163893	NM_007166	ENSG00000073921	PICALM	CALM|CLTH|LAP	phosphatidylinositol binding clathrin assembly protein	protein-coding
720	chr7	8085320	8085819	+	0	NA	intron (NM_138426, intron 7 of 7)	intron (NM_138426, intron 7 of 7)	116773	NM_138426	113263	Hs.131673	NM_138426	ENSG00000106415	GLCCI1	FAM117C|GCTR|GIG18|TSSN1	glucocorticoid induced 1	protein-coding
374	chr3	50387584	50388083	+	0	NA	intron (NM_001291101, intron 4 of 37)	intron (NM_001291101, intron 4 of 37)	22470	NR_111913	11068	Hs.149443	NM_007022	ENSG00000114395	CYB561D2	101F6|TSP10|XXcos-LUCA11.4	cytochrome b561 family member D2	protein-coding
860	chr20	37270638	37271137	+	0	NA	Intergenic	Intergenic	-13979	NM_001184731	2691	Hs.37023	NM_021081	ENSG00000118702	GHRH	GHRF|GRF|INN	growth hormone releasing hormone	protein-coding
381	chr3	174639997	174640496	+	0	NA	Intergenic	Intergenic	-219088	NM_207015	254827	Hs.565848	NM_207015	ENSG00000177694	NAALADL2	-	N-acetylated alpha-linked acidic dipeptidase like 2	protein-coding
88	chr8	636561	637060	+	0	NA	intron (NM_001303100, intron 5 of 5)	intron (NM_001303100, intron 5 of 5)	-91029	NM_175075	157695	Hs.289293	NM_175075	ENSG00000180190	TDRP	C8orf42|Inm01|TDRP1|TDRP2	testis development related protein	protein-coding
753	chr2	68448321	68448820	+	0	NA	Intergenic	Intergenic	18724	NM_001024680	554251	Hs.164117	NM_001024680	ENSG00000204923	FBXO48	-	F-box protein 48	protein-coding
636	chr3	191451637	191452136	+	0	NA	intron (NR_120606, intron 1 of 6)	L1MA4|LINE|L1	-9277	NM_001083308	152138	Hs.690618	NM_001083308	ENSG00000253548	PYDC2	POP2|cPOP2	pyrin domain containing 2	protein-coding
41	chr11	111447522	111448021	+	0	NA	Intergenic	Intergenic	-29585	NR_046085	100132078	Hs.672662	NR_046085	ENSG00000255428	LOC100132078	-	uncharacterized LOC100132078	ncRNA
165	chr3	155010352	155010851	+	0	NA	Intergenic	L2a|LINE|L2	-13523	NM_001354642	4311	Hs.307734	NM_000902	ENSG00000196549	MME	CALLA|CD10|CMT2T|NEP|SCA43|SFE	membrane metalloendopeptidase	protein-coding
309	chr9	124364857	124365356	+	0	NA	intron (NM_002799, intron 6 of 7)	intron (NM_002799, intron 6 of 7)	11633	NR_027406	100129034	Hs.654980	NR_027406		LOC100129034	-	uncharacterized LOC100129034	ncRNA
47	chr8	143207233	143207732	+	0	NA	Intergenic	Intergenic	-5736	NM_001301772	338328	Hs.426410	NM_178172	ENSG00000277494	GPIHBP1	GPI-HBP1|HYPL1D	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	protein-coding
627	chr1	1144262	1144761	+	0	NA	TTS (NR_038869)	TTS (NR_038869)	7494	NR_038869	254099	Hs.680488	NR_038869	ENSG00000223823	LINC01342	-	long intergenic non-protein coding RNA 1342	ncRNA
693	chr14	77790600	77791099	+	0	NA	Intergenic	LTR33|LTR|ERVL	-9260	NM_001366487	57143	Hs.413208	NM_020421	ENSG00000063761	ADCK1	-	aarF domain containing kinase 1	protein-coding
1045	chr2	201245456	201245955	+	0	NA	intron (NM_033355, intron 2 of 9)	intron (NM_033355, intron 2 of 9)	12242	NM_033358	841	Hs.599762	NM_001228	ENSG00000064012	CASP8	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	caspase 8	protein-coding
964	chr9	37452577	37453076	+	0	NA	intron (NM_014872, intron 1 of 1)	LTR16A2|LTR|ERVL	12624	NM_014872	9925	Hs.161276	NM_014872	ENSG00000168795	ZBTB5	-	zinc finger and BTB domain containing 5	protein-coding
787	chr15	64897639	64898138	+	0	NA	Intergenic	L2a|LINE|L2	-14014	NM_182703	348094	Hs.207157	NM_182703	ENSG00000166839	ANKDD1A	-	ankyrin repeat and death domain containing 1A	protein-coding
162	chr19	50758630	50759129	+	0	NA	Intergenic	Intergenic	-11585	NM_001506	2854	Hs.515555	NM_001506	ENSG00000142511	GPR32	RVDR1	G protein-coupled receptor 32	protein-coding
52	chr22	49968230	49968729	+	0	NA	Intergenic	Intergenic	5613	NR_106879	102465493		NR_106879	ENSG00000276753	MIR6821	hsa-mir-6821	microRNA 6821	ncRNA
1139	chr8	30415125	30415624	+	0	NA	intron (NM_001008710, intron 1 of 8)	L2|LINE|L2	-29973	NR_046205	100128750	Hs.126813	NR_046205	ENSG00000254109	RBPMS-AS1	-	RBPMS antisense RNA 1	ncRNA
1008	chr10	1230423	1230922	+	0	NA	intron (NM_018702, intron 6 of 9)	intron (NM_018702, intron 6 of 9)	70904	NR_015376	399706	Hs.721191	NM_001010910	ENSG00000229205	LINC00200	C10orf139|NCRNA00200	long intergenic non-protein coding RNA 200	ncRNA
430	chr3	138889623	138890122	+	0	NA	Intergenic	Intergenic	54148	NR_121649	103344930	Hs.195033	NR_121649	ENSG00000244578	LINC01391	-	long intergenic non-protein coding RNA 1391	ncRNA
206	chr1	31585509	31586008	+	0	NA	exon (NM_022164, exon 10 of 12)	exon (NM_022164, exon 10 of 12)	7613	NM_001204415	64129	Hs.199368	NM_022164	ENSG00000142910	TINAGL1	ARG1|LCN7|LIECG3|TINAGRP	tubulointerstitial nephritis antigen like 1	protein-coding
988	chr6	166026640	166027139	+	0	NA	Intergenic	Intergenic	-38850	NR_026861	90632	Hs.31917	NR_026860	ENSG00000112541	LINC00473	C6orf176|LNC473|bA142J11.1	long intergenic non-protein coding RNA 473	ncRNA
1104	chr3	47572767	47573266	+	0	NA	intron (NM_006574, intron 2 of 4)	intron (NM_006574, intron 2 of 4)	5849	NM_006574	10675	Hs.45127	NM_006574	ENSG00000114646	CSPG5	NGC	chondroitin sulfate proteoglycan 5	protein-coding
1105	chr7	139566020	139566519	+	0	NA	3' UTR (NM_022740, exon 15 of 15)	3' UTR (NM_022740, exon 15 of 15)	42584	NM_001080511	154790	Hs.57806	NM_001080511	ENSG00000236279	CLEC2L	-	C-type lectin domain family 2 member L	protein-coding
231	chr2	219576878	219577377	+	0	NA	Intergenic	Intergenic	4817	NM_002191	3623	Hs.407506	NM_002191	ENSG00000123999	INHA	-	inhibin subunit alpha	protein-coding
944	chr4	26207690	26208189	+	0	NA	Intergenic	MIRc|SINE|MIR	-111771	NM_005349	3516	Hs.479396	NM_005349	ENSG00000168214	RBPJ	AOS3|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBPJK|RBPSUH|SUH|csl	recombination signal binding protein for immunoglobulin kappa J region	protein-coding
117	chr4	26439609	26440108	+	0	NA	Intergenic	Intergenic	50626	NM_000730	886	Hs.129	NM_000730	ENSG00000163394	CCKAR	CCK-A|CCK1-R|CCK1R|CCKRA	cholecystokinin A receptor	protein-coding
1148	chr9	112572772	112573271	+	0	NA	intron (NM_133465, intron 1 of 3)	intron (NM_133465, intron 1 of 3)	-85377	NM_001350649	100133204	Hs.662552	NM_001350649		C9orf147	-	chromosome 9 open reading frame 147	protein-coding
142	chr6	19806356	19806855	+	0	NA	Intergenic	LTR12C|LTR|ERV1	-1846	NR_134650	100506885	Hs.346489	NR_134649	ENSG00000228412	LOC100506885	-	uncharacterized LOC100506885	ncRNA
735	chr5	75464393	75464892	+	0	NA	intron (NM_031361, intron 2 of 16)	AluJo|SINE|Alu	46987	NM_031361	10087	Hs.270437	NM_005713	ENSG00000113163	CERT1	CERT|CERTL|COL4A3BP|GPBP|MRD34|STARD11	ceramide transporter 1	protein-coding
1059	chr1	210082575	210083074	+	0	NA	intron (NM_153262, intron 4 of 7)	ERVL-B4-int|LTR|ERVL	144607	NM_001146262	255928	Hs.658866	NM_153262	ENSG00000143469	SYT14	SCAR11|sytXIV	synaptotagmin 14	protein-coding
177	chr1	226215283	226215782	+	0	NA	Intergenic	Intergenic	-8132	NM_031944	83881	Hs.282079	NM_031944	ENSG00000185155	MIXL1	MILD1|MIX|MIXL	Mix paired-like homeobox	protein-coding
1044	chr9	105902325	105902824	+	0	NA	Intergenic	Intergenic	208033	NM_018112	55151	Hs.411925	NM_018112	ENSG00000095209	TMEM38B	C9orf87|D4Ertd89e|OI14|TRIC-B|TRICB|bA219P18.1	transmembrane protein 38B	protein-coding
840	chr8	43231501	43232000	+	0	NA	Intergenic	Tigger1|DNA|TcMar-Tigger	-60692	NM_001005365	340441	Hs.531579	NM_001002920	ENSG00000188877	POTEA	A26A1|CT104.3|POTE-8|POTE8	POTE ankyrin domain family member A	protein-coding
729	chr12	12955213	12955712	+	0	NA	intron (NR_149067, intron 1 of 2)	MER45C|DNA|hAT-Tip100	-5078	NM_018654	55507	Hs.644599	NM_018654	ENSG00000111291	GPRC5D	-	G protein-coupled receptor class C group 5 member D	protein-coding
689	chr12	48149655	48150154	+	0	NA	exon (NM_001319296, exon 5 of 5)	exon (NM_001319296, exon 5 of 5)	7611	NM_001319297	140461	Hs.432699	NM_024095	ENSG00000177981	ASB8	PP14212	ankyrin repeat and SOCS box containing 8	protein-coding
3	chr7	45911218	45911717	+	0	NA	TTS (NM_000598)	TTS (NM_000598)	9805	NM_000598	3486	Hs.450230	NM_000598	ENSG00000146674	IGFBP3	BP-53|IBP3	insulin like growth factor binding protein 3	protein-coding
145	chr14	19800395	19800894	+	0	NA	Intergenic	L1P4b|LINE|L1	-3126	NM_001004723	390429	Hs.512490	NM_001004723	ENSG00000176294	OR4N2	OR14-13|OR14-8	olfactory receptor family 4 subfamily N member 2	protein-coding
732	chr11	43592702	43593201	+	0	NA	Intergenic	Intergenic	11557	NR_029697	406918		NR_029697	ENSG00000199077	MIR129-2	MIR-129b|MIRN129-2|mir-129-2	microRNA 129-2	ncRNA
1182	chr19	15426417	15426916	+	0	NA	intron (NM_021241, intron 4 of 7)	intron (NM_021241, intron 4 of 7)	5868	NM_001330395	58525	Hs.442138	NM_021241	ENSG00000011451	WIZ	ZNF803	WIZ zinc finger	protein-coding
601	chr2	233573358	233573857	+	0	NA	Intergenic	MLT2F|LTR|ERVL	-6825	NM_001365479	55230	Hs.96513	NM_018218	ENSG00000085982	USP40	-	ubiquitin specific peptidase 40	protein-coding
454	chr2	32622127	32622626	+	0	NA	Intergenic	Intergenic	-5674	NM_017735	55622	Hs.468125	NM_017735	ENSG00000018699	TTC27	-	tetratricopeptide repeat domain 27	protein-coding
1029	chr7	88101103	88101602	+	0	NA	intron (NM_001324421, intron 4 of 28)	intron (NM_001324421, intron 4 of 28)	-115308	NR_120517	102723885	Hs.489040	NR_120517		LOC102723885	-	uncharacterized LOC102723885	ncRNA
1233	chrX	41010337	41010836	+	0	NA	Intergenic	LTR33C|LTR|ERVL	-74859	NM_001039591	8239	Hs.77578	NM_004652	ENSG00000124486	USP9X	DFFRX|FAF|FAM|MRX99|MRXS99F	ubiquitin specific peptidase 9 X-linked	protein-coding
408	chr11	45893054	45893553	+	0	NA	intron (NM_005456, intron 1 of 11)	intron (NM_005456, intron 1 of 11)	7652	NM_005456	9479	Hs.234249	NM_005456	ENSG00000121653	MAPK8IP1	IB1|JIP-1|JIP1|PRKM8IP	mitogen-activated protein kinase 8 interacting protein 1	protein-coding
906	chr18	25329727	25330226	+	0	NA	intron (NM_001308225, intron 1 of 6)	intron (NM_001308225, intron 1 of 6)	22190	NM_001308225	25925	Hs.116935	NM_015461	ENSG00000198795	ZNF521	EHZF|Evi3	zinc finger protein 521	protein-coding
288	chr5	139137968	139138467	+	0	NA	intron (NM_022464, intron 1 of 9)	intron (NM_022464, intron 1 of 9)	60151	NM_022464	64374	Hs.483521	NM_022464	ENSG00000120725	SIL1	BAP|MSS|ULG5	SIL1 nucleotide exchange factor	protein-coding
1167	chr4	39166738	39167237	+	0	NA	Intergenic	AluJo|SINE|Alu	-15542	NM_025132	57728	Hs.438482	NM_025132	ENSG00000157796	WDR19	ATD5|CED4|DYF-2|IFT144|NPHP13|ORF26|Oseg6|PWDMP|SRTD5	WD repeat domain 19	protein-coding
1071	chr15	88569958	88570457	+	0	NA	Intergenic	Intergenic	-23504	NM_017996	55070	Hs.655064	NM_017996	ENSG00000140543	DET1	-	DET1 partner of COP1 E3 ubiquitin ligase	protein-coding
572	chr7	23230323	23230822	+	0	NA	Intergenic	Intergenic	-16203	NM_002510	10457	Hs.190495	NM_002510	ENSG00000136235	GPNMB	HGFIN|NMB|PLCA3	glycoprotein nmb	protein-coding
300	chr12	123732198	123732697	+	0	NA	intron (NM_012463, intron 6 of 19)	L2a|LINE|L2	20094	NM_012463	23545	Hs.25786	NM_012463	ENSG00000185344	ATP6V0A2	A2|ARCL|ARCL2A|ATP6A2|ATP6N1D|J6B7|RTF|STV1|TJ6|TJ6M|TJ6S|VPH1|WSS	ATPase H+ transporting V0 subunit a2	protein-coding
64	chr13	32470419	32470918	+	0	NA	intron (NM_001320836, intron 6 of 9)	HERVL18-int|LTR|ERVL	27824	NR_051980	100462953	Hs.687692	NR_051980		MICOS10P1	CG012|MINOS1P1|N4BP2L2-IT|N4BP2L2-IT1|N4BP2L2IT1	MICOS10 pseudogene 1	pseudo
264	chr3	126837739	126838238	+	0	NA	intron (NM_032343, intron 4 of 7)	intron (NM_032343, intron 4 of 7)	133748	NM_001320610	84303	Hs.518119	NM_032343	ENSG00000159685	CHCHD6	CHCM1|MICOS25|Mic25|PPP1R23	coiled-coil-helix-coiled-coil-helix domain containing 6	protein-coding
591	chr17	30643343	30643842	+	0	NA	Intergenic	L2a|LINE|L2	19274	NR_033420	6459	Hs.684860	NR_033420		SH3GL1P2	CNSA-P2|SH3GLP2	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 2	pseudo
547	chr5	150325266	150325765	+	0	NA	Intergenic	Intergenic	-22610	NM_001012301	340075	Hs.591252	NM_001012301	ENSG00000183876	ARSI	ASI|SPG66	arylsulfatase family member I	protein-coding
869	chr2	234281533	234282032	+	0	NA	Intergenic	MLT1K-int|LTR|ERVL-MaLR	172813	NR_146988	105373934	Hs.471685	NR_146988	ENSG00000231682	LINC01891	-	long intergenic non-protein coding RNA 1891	ncRNA
35	chr12	57223263	57223762	+	0	NA	intron (NM_007224, intron 1 of 1)	intron (NM_007224, intron 1 of 1)	-6199	NR_029417	6472	Hs.741179	NM_005412	ENSG00000182199	SHMT2	GLYA|HEL-S-51e|SHMT	serine hydroxymethyltransferase 2	protein-coding
851	chr7	113110595	113111094	+	0	NA	Intergenic	L2c|LINE|L2	7710	NM_001352688	401397	Hs.117929	NM_001352687	ENSG00000214194	SMIM30	LINC00998	small integral membrane protein 30	protein-coding
512	chr9	123994230	123994729	+	0	NA	Intergenic	Intergenic	14917	NR_135129	100505588	Hs.547168	NR_135129	ENSG00000236668	LOC100505588	-	uncharacterized LOC100505588	ncRNA
425	chr9	20711642	20712141	+	0	NA	intron (NM_017794, intron 3 of 45)	intron (NM_017794, intron 3 of 45)	-4214	NR_030166	574444		NR_030166	ENSG00000207609	MIR491	MIRN491|hsa-mir-491|mir-491	microRNA 491	ncRNA
1194	chr1	187835970	187836469	+	0	NA	Intergenic	LTR1|LTR|ERV1	392591	NR_132374	106144535	Hs.568709	NR_132374		LINC01037	-	long intergenic non-protein coding RNA 1037	ncRNA
575	chr5	138936354	138936853	+	0	NA	Intergenic	L2|LINE|L2	61203	NM_001323992	1495	Hs.445981	NM_001903	ENSG00000044115	CTNNA1	CAP102|MDPT2	catenin alpha 1	protein-coding
439	chr1	237429022	237429521	+	0	NA	intron (NM_001035, intron 12 of 104)	MIR1_Amn|SINE|MIR	-41848	NR_039626	100616141		NR_039626	ENSG00000266262	MIR4428	-	microRNA 4428	ncRNA
1116	chr8	81156829	81157328	+	0	NA	Intergenic	LTR16E1|LTR|ERVL	-45010	NM_018440	55824	Hs.266175	NM_018440	ENSG00000076641	PAG1	CBP|PAG	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	protein-coding
1098	chr2	100208230	100208729	+	0	NA	non-coding (NR_103730, exon 1 of 3)	non-coding (NR_103730, exon 1 of 3)	225	NR_103730	150577	Hs.434127	NM_001102655	ENSG00000232084	LINC01104	-	long intergenic non-protein coding RNA 1104	ncRNA
422	chr6	10368644	10369143	+	0	NA	Intergenic	MIR|SINE|MIR	-35609	NR_145448	109729173		NR_145448	ENSG00000285278	TFAP2A-AS2	HIPSTR	TFAP2A antisense RNA 2	ncRNA
515	chr22	31321092	31321591	+	0	NA	Intergenic	Intergenic	-14008	NR_110542	101929760	Hs.661718	NR_110542	ENSG00000228839	PIK3IP1-AS1	-	PIK3IP1 antisense RNA 1 (head to head)	ncRNA
420	chr7	130154066	130154565	+	0	NA	Intergenic	Intergenic	12584	NR_149033	100128325	Hs.105944	NR_149033	ENSG00000229196	LOC100128325	-	uncharacterized LOC100128325	ncRNA
151	chr10	17584872	17585371	+	0	NA	Intergenic	MER57A1|LTR|ERV1	32253	NM_014241	9200	Hs.114062	NM_014241	ENSG00000165996	HACD1	CAP|PTPLA	3-hydroxyacyl-CoA dehydratase 1	protein-coding
169	chr7	2410402	2410901	+	0	NA	intron (NM_018641, intron 1 of 1)	L2a|LINE|L2	7040	NM_018641	55501	Hs.288853	NM_018641	ENSG00000136213	CHST12	C4S-2|C4ST-2|C4ST2	carbohydrate sulfotransferase 12	protein-coding
305	chr17	48644751	48645250	+	0	NA	Intergenic	Intergenic	-12441	NR_029582	406972		NR_029582	ENSG00000210741	MIR196A1	MIRN196-1|MIRN196A1|mir-196a-1	microRNA 196a-1	ncRNA
637	chr9	93210293	93210792	+	0	NA	intron (NM_006648, intron 1 of 28)	intron (NM_006648, intron 1 of 28)	25612	NM_006648	65268	Hs.654856	NM_006648	ENSG00000165238	WNK2	NY-CO-43|P/OKcl.13|PRKWNK2|SDCCAG43	WNK lysine deficient protein kinase 2	protein-coding
263	chr1	9826683	9827182	+	0	NA	Intergenic	Intergenic	-2406	NM_014944	22883	Hs.29665	NM_014944	ENSG00000171603	CLSTN1	ALC-ALPHA|CDHR12|CST-1|CSTN1|PIK3CD|XB31alpha|alcalpha1|alcalpha2	calsyntenin 1	protein-coding
53	chr19	43252296	43252795	+	0	NA	TTS (NM_001301709)	TTS (NM_001301709)	-3899	NR_033888	284344	Hs.678987	NR_033888	ENSG00000241104	LOC284344	-	uncharacterized LOC284344	ncRNA
510	chr2	234437461	234437960	+	0	NA	Intergenic	Intergenic	16885	NR_146988	105373934	Hs.471685	NR_146988	ENSG00000231682	LINC01891	-	long intergenic non-protein coding RNA 1891	ncRNA
207	chr3	49125324	49125823	+	0	NA	intron (NM_002292, intron 18 of 31)	intron (NM_002292, intron 18 of 31)	-4635	NM_001351102	10869	Hs.255596	NM_006677	ENSG00000172046	USP19	ZMYND9	ubiquitin specific peptidase 19	protein-coding
302	chr22	49548774	49549273	+	0	NA	intron (NR_110523, intron 1 of 4)	(CT)n|Simple_repeat|Simple_repeat	-5557	NR_037440	100500882		NR_037440	ENSG00000264139	MIR3667	-	microRNA 3667	ncRNA
570	chr15	74825181	74825680	+	0	NA	intron (NM_021819, intron 13 of 13)	intron (NM_021819, intron 13 of 13)	-1197	NM_001030005	594855	Hs.187694	NM_001030005	ENSG00000213578	CPLX3	CPX-III|CPXIII|Nbla11589	complexin 3	protein-coding
786	chr21	45246090	45246589	+	0	NA	intron (NR_135279, intron 2 of 2)	intron (NR_135279, intron 2 of 2)	11999	NR_135279	114042	Hs.375832	NR_135279	ENSG00000182586	LINC00334	C21orf89|NCRNA00334	long intergenic non-protein coding RNA 334	ncRNA
