PeakID (cmd=annotatePeaks.pl gain_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
19383	chr8	29028427	29028926	+	0	NA	intron (NM_001324384, intron 6 of 10)	LFSINE_Vert|SINE|tRNA	137362	NM_001324382	79618	Hs.563560	NM_024567	ENSG00000147421	HMBOX1	HNF1LA|HOT1|PBHNF	homeobox containing 1	protein-coding
19201	chrY	15691672	15692171	+	0	NA	Intergenic	Intergenic	-887888	NR_046504	100874056	Hs.743197	NR_046504	ENSG00000228787	NLGN4Y-AS1	NLGN4Y-AS|NLGN4YAS	NLGN4Y antisense RNA 1	ncRNA
12054	chr5	137732980	137733479	+	0	NA	intron (NM_017415, intron 1 of 14)	MIR3|SINE|MIR	2860	NM_017415	26249	Hs.655084	NM_017415	ENSG00000146021	KLHL3	PHA2D	kelch like family member 3	protein-coding
20144	chr17	43864539	43865038	+	0	NA	Intergenic	Intergenic	17612	NM_001168323	146894	Hs.147313	NM_145273	ENSG00000161649	CD300LG	CLM-9|CLM9|NEPMUCIN|TREM-4|TREM4	CD300 molecule like family member g	protein-coding
14884	chr3	71873018	71873517	+	0	NA	Intergenic	Intergenic	-88119	NM_021935	60675	Hs.528665	NM_021935	ENSG00000163421	PROK2	BV8|HH4|KAL4|MIT1|PK2	prokineticin 2	protein-coding
12641	chr21	36203454	36203953	+	0	NA	intron (NM_005128, intron 4 of 36)	intron (NM_005128, intron 4 of 36)	39162	NM_005128	9980	Hs.204575	NM_005128	ENSG00000142197	DOP1B	21orf5|C21orf5|DOPEY2	DOP1 leucine zipper like protein B	protein-coding
2806	chr5	144309190	144309689	+	0	NA	intron (NM_001370487, intron 2 of 2)	intron (NM_001370487, intron 2 of 2)	104048	NM_001370487	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
22585	chr12	88833721	88834220	+	0	NA	Intergenic	Intergenic	185722	NR_038385	728084	Hs.132563	NR_038385	ENSG00000246363	LINC02458	-	long intergenic non-protein coding RNA 2458	ncRNA
24956	chr15	62112878	62113377	+	0	NA	Intergenic	Intergenic	46150	NM_207322	145741	Hs.202656	NM_207322	ENSG00000198535	C2CD4A	FAM148A|NLF1	C2 calcium dependent domain containing 4A	protein-coding
16126	chr17	2657898	2658397	+	0	NA	intron (NM_000430, intron 2 of 10)	intron (NM_000430, intron 2 of 10)	34772	NR_106834	102465465		NR_106834	ENSG00000273606	MIR6776	hsa-mir-6776	microRNA 6776	ncRNA
38	chr12	75780046	75780545	+	0	NA	Intergenic	Intergenic	251481	NM_007350	22822	Hs.602085	NM_007350	ENSG00000139289	PHLDA1	DT1P1B11|PHRIP|TDAG51	pleckstrin homology like domain family A member 1	protein-coding
16676	chr13	89035408	89035907	+	0	NA	Intergenic	Intergenic	-199634	NR_047025	100874172	Hs.569291	NR_047025		LINC00440	-	long intergenic non-protein coding RNA 440	ncRNA
27973	chr9	111992451	111992950	+	0	NA	Intergenic	MamGyp-int|LTR|Gypsy	60600	NR_039814	100616114		NR_039814	ENSG00000266315	MIR4668	mir-4668	microRNA 4668	ncRNA
23248	chr2	45931235	45931734	+	0	NA	intron (NM_005400, intron 2 of 14)	intron (NM_005400, intron 2 of 14)	279809	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
6478	chr3	190003620	190004119	+	0	NA	intron (NM_001134418, intron 1 of 14)	intron (NM_001134418, intron 1 of 14)	117028	NM_018192	55214	Hs.374191	NM_018192	ENSG00000090530	P3H2	LEPREL1|MCVD|MLAT4	prolyl 3-hydroxylase 2	protein-coding
11181	chr12	64104327	64104826	+	0	NA	intron (NM_001346201, intron 15 of 21)	intron (NM_001346201, intron 15 of 21)	117720	NM_152440	144577	Hs.444671	NM_152440	ENSG00000174206	C12orf66	-	chromosome 12 open reading frame 66	protein-coding
20103	chr15	73388334	73388833	+	0	NA	Intergenic	Intergenic	-19625	NM_005477	10021	Hs.86941	NM_005477	ENSG00000138622	HCN4	SSS2	hyperpolarization activated cyclic nucleotide gated potassium channel 4	protein-coding
28714	chr18	39620461	39620960	+	0	NA	intron (NR_024391, intron 2 of 3)	intron (NR_024391, intron 2 of 3)	1465	NR_030628	100126323		NR_030628	ENSG00000283615	MIR924	MIRN924|hsa-mir-924	microRNA 924	ncRNA
23614	chr6	116106605	116107104	+	0	NA	intron (NM_152729, intron 2 of 11)	intron (NM_152729, intron 2 of 11)	6001	NM_152729	221294	Hs.520341	NM_152729	ENSG00000178425	NT5DC1	C6orf200|LP2642|NT5C2L1	5'-nucleotidase domain containing 1	protein-coding
7152	chr2	110657805	110658304	+	0	NA	TTS (NR_132975)	TTS (NR_132975)	195	NR_132975	106635550		NR_132975		SNORD132	-	small nucleolar RNA, C/D box 132	snoRNA
7203	chr7	22572908	22573407	+	0	NA	non-coding (NR_038393, exon 4 of 4)	non-coding (NR_038393, exon 4 of 4)	9820	NR_038393	100506178	Hs.668122	NR_038393	ENSG00000232759	LOC100506178	-	uncharacterized LOC100506178	ncRNA
10692	chr3	36244657	36245156	+	0	NA	Intergenic	Charlie29a|DNA|hAT-Charlie	-135581	NM_003149	6769	Hs.56045	NM_003149	ENSG00000144681	STAC	STAC1	SH3 and cysteine rich domain	protein-coding
6606	chr17	50050932	50051431	+	0	NA	non-coding (NR_038230, exon 3 of 3)	non-coding (NR_038230, exon 3 of 3)	4558	NR_038230	284080	Hs.274864	NR_038230	ENSG00000246640	PICART1	-	p53 inducible cancer associated RNA transcript 1	ncRNA
16812	chr4	53576615	53577114	+	0	NA	intron (NM_001126328, intron 1 of 10)	intron (NM_001126328, intron 1 of 10)	14622	NM_001126328	84708	Hs.518760	NM_032622	ENSG00000072201	LNX1	LNX|MPDZ|PDZRN2	ligand of numb-protein X 1	protein-coding
24506	chr3	61065653	61066152	+	0	NA	intron (NR_148922, intron 2 of 3)	intron (NR_148922, intron 2 of 3)	185550	NM_002012	2272	Hs.655995	NM_002012	ENSG00000189283	FHIT	AP3Aase|FRA3B	fragile histidine triad diadenosine triphosphatase	protein-coding
17535	chr7	117291156	117291655	+	0	NA	intron (NM_003391, intron 4 of 4)	intron (NM_003391, intron 4 of 4)	31653	NM_003391	7472	Hs.567356	NM_003391	ENSG00000105989	WNT2	INT1L1|IRP	Wnt family member 2	protein-coding
1681	chr9	76218786	76219285	+	0	NA	intron (NM_001190482, intron 20 of 36)	intron (NM_001190482, intron 20 of 36)	175391	NM_018339	55312	Hs.37558	NM_018339	ENSG00000135002	RFK	RIFK	riboflavin kinase	protein-coding
15276	chr10	129344979	129345478	+	0	NA	Intergenic	Intergenic	-122013	NM_002412	4255	Hs.501522	NM_002412	ENSG00000170430	MGMT	-	O-6-methylguanine-DNA methyltransferase	protein-coding
1069	chr7	24503596	24504095	+	0	NA	Intergenic	Intergenic	-69607	NM_001303037	51678	Hs.533355	NM_016447	ENSG00000105926	MPP6	PALS2|VAM-1|VAM1|p55T	membrane palmitoylated protein 6	protein-coding
25266	chr5	33736474	33736973	+	0	NA	intron (NM_001324512, intron 3 of 21)	intron (NM_001324512, intron 3 of 21)	155267	NM_001324512	81792	Hs.12680	NM_030955	ENSG00000151388	ADAMTS12	PRO4389	ADAM metallopeptidase with thrombospondin type 1 motif 12	protein-coding
5844	chr2	148554362	148554861	+	0	NA	Intergenic	L2a|LINE|L2	-90140	NM_015630	26122	Hs.23270	NM_015630	ENSG00000135999	EPC2	EPC-LIKE	enhancer of polycomb homolog 2	protein-coding
9336	chr6	3209092	3209591	+	0	NA	Intergenic	MER5A1|DNA|hAT-Charlie	-13574	NR_038296	100507194	Hs.678053	NR_038295	ENSG00000230269	LINC02525	-	long intergenic non-protein coding RNA 2525	ncRNA
28394	chr4	41132135	41132634	+	0	NA	intron (NM_173075, intron 2 of 16)	intron (NM_173075, intron 2 of 16)	82158	NM_173075	323	Hs.479602	NM_004307	ENSG00000163697	APBB2	FE65L|FE65L1	amyloid beta precursor protein binding family B member 2	protein-coding
17209	chr4	55169529	55170028	+	0	NA	Intergenic	L1PA6|LINE|L1	-44183	NM_002253	3791	Hs.479756	NM_002253	ENSG00000128052	KDR	CD309|FLK1|VEGFR|VEGFR2	kinase insert domain receptor	protein-coding
12831	chr14	102125402	102125901	+	0	NA	intron (NM_001017963, intron 1 of 11)	intron (NM_001017963, intron 1 of 11)	-13772	NM_001353662	91833	Hs.36859	NM_144574	ENSG00000140153	WDR20	DMR	WD repeat domain 20	protein-coding
21206	chr3	67619699	67620198	+	0	NA	intron (NM_001177599, intron 1 of 10)	intron (NM_001177599, intron 1 of 10)	34666	NM_001177599	8801	Hs.644919	NM_003848	ENSG00000172340	SUCLG2	G-SCS|GBETA|GTPSCS	succinate-CoA ligase GDP-forming beta subunit	protein-coding
26004	chr2	69709222	69709721	+	0	NA	intron (NM_001320698, intron 2 of 14)	intron (NM_001320698, intron 2 of 14)	-32663	NM_001153	307	Hs.422986	NM_001153	ENSG00000196975	ANXA4	ANX4|HEL-S-274|P32.5|PAP-II|PIG28|PP4-X|ZAP36	annexin A4	protein-coding
16829	chr1	200330974	200331473	+	0	NA	Intergenic	MLT1K|LTR|ERVL-MaLR	42569	NR_040064	554279	Hs.434694	NR_040064	ENSG00000203721	LINC00862	C1orf98|SMIM16	long intergenic non-protein coding RNA 862	ncRNA
7422	chr9	99030087	99030586	+	0	NA	intron (NM_001855, intron 16 of 41)	intron (NM_001855, intron 16 of 41)	-74777	NM_001130916	7046	Hs.494622	NM_004612	ENSG00000106799	TGFBR1	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TBR-i|TBRI|TGFR-1|tbetaR-I	transforming growth factor beta receptor 1	protein-coding
10306	chr9	130962525	130963024	+	0	NA	Intergenic	Intergenic	-23527	NM_032843	84929	Hs.133205	NM_032843	ENSG00000130720	FIBCD1	-	fibrinogen C domain containing 1	protein-coding
27881	chr12	50232764	50233263	+	0	NA	intron (NM_016357, intron 2 of 10)	intron (NM_016357, intron 2 of 10)	1199	NR_031625	100302220		NR_031625	ENSG00000221604	MIR1293	MIRN1293|hsa-mir-1293|mir-1293	microRNA 1293	ncRNA
17963	chr11	134170828	134171327	+	0	NA	intron (NM_015261, intron 24 of 34)	intron (NM_015261, intron 24 of 34)	-19714	NR_145790	109623486		NR_145790		SNORD153	-	small nucleolar RNA, C/D box 153	snoRNA
26666	chr5	158107163	158107662	+	0	NA	Intergenic	Intergenic	-248267	NM_001195556	9685	Hs.644000	NM_014666	ENSG00000113282	CLINT1	CLINT|ENTH|EPN4|EPNR	clathrin interactor 1	protein-coding
151	chr17	15645654	15646153	+	0	NA	intron (NM_001348126, intron 4 of 8)	intron (NM_001348126, intron 4 of 8)	-26199	NM_001282540	374286	Hs.548021	NM_006382	ENSG00000241322	CDRT1	C170RF1|C17ORF1|C17ORF1A|FBXW10B|FBXW10P1|HREP|SM25H2	CMT1A duplicated region transcript 1	protein-coding
804	chr1	59151025	59151524	+	0	NA	Intergenic	Intergenic	-4467	NR_027120	729467	Hs.662291	NR_027120	ENSG00000224609	HSD52	-	uncharacterized LOC729467	ncRNA
3676	chr11	76030305	76030804	+	0	NA	intron (NM_003369, intron 12 of 14)	L2c|LINE|L2	175948	NM_004626	7481	Hs.108219	NM_004626	ENSG00000085741	WNT11	HWNT11	Wnt family member 11	protein-coding
11449	chr6	14620475	14620974	+	0	NA	Intergenic	Intergenic	-335270	NR_108096	102216342	Hs.563409	NR_108096	ENSG00000226673	LINC01108	LncRNA-ES1	long intergenic non-protein coding RNA 1108	ncRNA
27446	chr8	98383034	98383533	+	0	NA	Intergenic	MIRb|SINE|MIR	10455	NR_162095	113218497		NR_162095		MIR9903	-	microRNA 9903	ncRNA
26323	chr10	92407717	92408216	+	0	NA	Intergenic	LTR8|LTR|ERV1	-10695	NR_038243	100507674	Hs.568772	NR_038243		MARK2P9	-	microtubule affinity regulating kinase 2 pseudogene 9	pseudo
3408	chr3	116777120	116777619	+	0	NA	Intergenic	Intergenic	67581	NR_015391	285194	Hs.120364	NR_015391		TUSC7	LINC00902|LSAMP-AS1|LSAMP-AS3|LSAMPAS3|NCRNA00295	tumor suppressor candidate 7	ncRNA
1807	chr9	69885526	69886025	+	0	NA	intron (NR_131756, intron 4 of 5)	intron (NR_131756, intron 4 of 5)	64958	NR_131757	138255	Hs.444459	NM_001010940	ENSG00000204711	C9orf135	-	chromosome 9 open reading frame 135	protein-coding
16985	chr13	101845572	101846071	+	0	NA	intron (NM_001321937, intron 3 of 3)	intron (NM_001321937, intron 3 of 3)	70824	NM_004115	2259	Hs.508616	NM_004115	ENSG00000102466	FGF14	FGF-14|FHF-4|FHF4|SCA27	fibroblast growth factor 14	protein-coding
26043	chr3	120048203	120048702	+	0	NA	intron (NM_002093, intron 1 of 11)	MIR|SINE|MIR	36196	NR_162125	113839522		NR_162125		MIR6529	-	microRNA 6529	ncRNA
29186	chr1	232670265	232670764	+	0	NA	Intergenic	Intergenic	-47557	NR_146922	105373199	Hs.254475	NR_146922	ENSG00000225919	LINC01745	-	long intergenic non-protein coding RNA 1745	ncRNA
18428	chr6	107564311	107564810	+	0	NA	intron (NM_018013, intron 4 of 6)	intron (NM_018013, intron 4 of 6)	74443	NM_018013	55084	Hs.445244	NM_018013	ENSG00000112320	SOBP	JXC1|MRAMS	sine oculis binding protein homolog	protein-coding
3285	chr6	13984599	13985098	+	0	NA	Intergenic	Intergenic	59655	NM_001165033	221687	Hs.111164	NM_152737	ENSG00000180537	RNF182	-	ring finger protein 182	protein-coding
177	chr8	133033276	133033775	+	0	NA	intron (NM_003235, intron 41 of 47)	intron (NM_003235, intron 41 of 47)	13056	NR_107002	102466865		NR_107002	ENSG00000276961	MIR7848	hsa-mir-7848	microRNA 7848	ncRNA
18072	chr9	127143287	127143786	+	0	NA	intron (NM_001190729, intron 8 of 17)	intron (NM_001190729, intron 8 of 17)	-20901	NM_012098	23452	Hs.653262	NM_012098	ENSG00000136859	ANGPTL2	ARP2|HARP	angiopoietin like 2	protein-coding
4449	chr7	43137126	43137625	+	0	NA	intron (NR_135295, intron 3 of 6)	intron (NR_135295, intron 3 of 6)	-13520	NR_037508	100500829		NR_037508	ENSG00000264069	MIR3943	-	microRNA 3943	ncRNA
19354	chr18	26436120	26436619	+	0	NA	intron (NR_110762, intron 3 of 3)	intron (NR_110762, intron 3 of 3)	13374	NR_110762	100506787	Hs.734746	NR_110762		LINC01543	-	long intergenic non-protein coding RNA 1543	ncRNA
6134	chr2	195570292	195570791	+	0	NA	Intergenic	Intergenic	-86417	NM_001127257	57181	Hs.650158	NM_020342	ENSG00000196950	SLC39A10	LZT-Hs2	solute carrier family 39 member 10	protein-coding
12083	chr16	69017373	69017872	+	0	NA	intron (NM_024562, intron 15 of 17)	intron (NM_024562, intron 15 of 17)	-88031	NM_001199280	3038	Hs.592069	NM_005329	ENSG00000103044	HAS3	-	hyaluronan synthase 3	protein-coding
22945	chr1	91609513	91610012	+	0	NA	Intergenic	Intergenic	108654	NM_001134420	8317	Hs.533573	NM_003503	ENSG00000097046	CDC7	CDC7L1|HsCDC7|Hsk1|huCDC7	cell division cycle 7	protein-coding
17876	chr8	130880704	130881203	+	0	NA	intron (NM_001115, intron 8 of 17)	MIR3|SINE|MIR	159956	NM_001115	114	Hs.591859	NM_001115	ENSG00000155897	ADCY8	AC8|ADCY3|HBAC1	adenylate cyclase 8	protein-coding
14853	chr3	83934551	83935050	+	0	NA	Intergenic	MER61E|LTR|ERV1	934775	NR_033860	440970	Hs.411049	NR_033860	ENSG00000242641	LINC00971	-	long intergenic non-protein coding RNA 971	ncRNA
21879	chr7	16675266	16675765	+	0	NA	intron (NM_001362717, intron 3 of 11)	intron (NM_001362717, intron 3 of 11)	14301	NM_001362717	28969	Hs.487635	NM_014038	ENSG00000136261	BZW2	HSPC028|MST017|MSTP017	basic leucine zipper and W2 domains 2	protein-coding
19621	chr1	21451174	21451673	+	0	NA	intron (NM_001256417, intron 2 of 13)	L1ME2z|LINE|L1	11286	NM_001330381	84224	Hs.325422	NM_032264	ENSG00000142794	NBPF3	AE2	NBPF member 3	protein-coding
212	chr6	1481257	1481756	+	0	NA	Intergenic	MLT1O|LTR|ERVL-MaLR	-91095	NR_106778	102466720		NR_106778	ENSG00000275859	MIR6720	hsa-mir-6720|mir-6720	microRNA 6720	ncRNA
7656	chr3	139202235	139202734	+	0	NA	Intergenic	Intergenic	31038	NR_027070	140464	Hs.721270	NR_027070		PISRT1	NCRNA00195	PISRT1 lncRNA	ncRNA
6253	chr14	71451427	71451926	+	0	NA	intron (NM_001284247, intron 1 of 23)	L1MA7|LINE|L1	12737	NM_001284247	26037	Hs.654657	NM_015556	ENSG00000197555	SIPA1L1	E6TP1|SPAR1	signal induced proliferation associated 1 like 1	protein-coding
103	chr6	45655788	45656287	+	0	NA	Intergenic	Intergenic	233762	NM_001278478	860	Hs.535845	NM_004348	ENSG00000124813	RUNX2	AML3|CBF-alpha-1|CBFA1|CCD|CCD1|CLCD|OSF-2|OSF2|PEA2aA|PEBP2aA	RUNX family transcription factor 2	protein-coding
7297	chr20	13147956	13148455	+	0	NA	intron (NM_001349945, intron 10 of 12)	intron (NM_001349945, intron 10 of 12)	-73069	NM_080826	140862	Hs.559353	NM_080826	ENSG00000101230	ISM1	C20orf82|ISM|Isthmin|bA149I18.1|dJ1077I2.1	isthmin 1	protein-coding
6102	chr1	208219687	208220186	+	0	NA	intron (NM_025179, intron 1 of 31)	intron (NM_025179, intron 1 of 31)	24448	NM_025179	5362	Hs.497626	NM_025179	ENSG00000076356	PLXNA2	OCT|PLXN2	plexin A2	protein-coding
19171	chr5	62268100	62268599	+	0	NA	Intergenic	Intergenic	-37813	NM_001243953	3796	Hs.558351	NM_004520	ENSG00000068796	KIF2A	CDCBM3|HK2|KIF2	kinesin family member 2A	protein-coding
23570	chr10	101588896	101589395	+	0	NA	promoter-TSS (NM_001308382)	promoter-TSS (NM_001308382)	824	NM_001329746	25911	Hs.658128	NM_015448	ENSG00000166171	DPCD	-	deleted in primary ciliary dyskinesia homolog (mouse)	protein-coding
1761	chr15	36951839	36952338	+	0	NA	intron (NM_172316, intron 8 of 12)	intron (NM_172316, intron 8 of 12)	20813	NR_107030	102466875		NR_107030	ENSG00000277202	MIR8063	hsa-mir-8063	microRNA 8063	ncRNA
15106	chr8	26133661	26134160	+	0	NA	Intergenic	Intergenic	-88497	NM_022659	64641	Hs.491292	NM_022659	ENSG00000221818	EBF2	COE2|EBF-2|O/E-3|OE-3	EBF transcription factor 2	protein-coding
17612	chr10	75530236	75530735	+	0	NA	intron (NM_001305581, intron 2 of 6)	intron (NM_001305581, intron 2 of 6)	-21973	NR_030337	693191		NR_030337	ENSG00000207583	MIR606	MIRN606|hsa-mir-606	microRNA 606	ncRNA
25769	chr8	73533922	73534421	+	0	NA	intron (NM_001164382, intron 11 of 13)	intron (NM_001164382, intron 11 of 13)	114097	NR_038406	100128126	Hs.679921	NR_038406	ENSG00000253302	STAU2-AS1	-	STAU2 antisense RNA 1	ncRNA
26436	chr21	28142646	28143145	+	0	NA	intron (NR_126012, intron 5 of 5)	THE1D|LTR|ERVL-MaLR	52492	NR_126011	284825	Hs.651529	NR_126010	ENSG00000232079	LINC01697	-	long intergenic non-protein coding RNA 1697	ncRNA
24735	chr6	145137385	145137884	+	0	NA	Intergenic	Intergenic	549243	NM_001368132	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
27033	chr16	22763357	22763856	+	0	NA	Intergenic	MIRb|SINE|MIR	-50556	NM_006043	9956	Hs.115830	NM_006043	ENSG00000122254	HS3ST2	30ST2|3OST2	heparan sulfate-glucosamine 3-sulfotransferase 2	protein-coding
27169	chr4	149836505	149837004	+	0	NA	Intergenic	MER119|DNA|hAT-Charlie	-20911	NM_001363507	285423	Hs.591689	NM_001363507	ENSG00000234828	IQCM	-	IQ motif containing M	protein-coding
21709	chr2	205477250	205477749	+	0	NA	intron (NM_057177, intron 19 of 21)	intron (NM_057177, intron 19 of 21)	-205001	NM_201264	8828	Hs.471200	NM_003872	ENSG00000118257	NRP2	NP2|NPN2|PRO2714|VEGF165R2	neuropilin 2	protein-coding
8326	chr12	13369336	13369835	+	0	NA	Intergenic	Intergenic	7160	NR_036555	283422	Hs.448717	NM_182558	ENSG00000180861	LINC01559	C12orf36	long intergenic non-protein coding RNA 1559	ncRNA
7933	chr10	116281620	116282119	+	0	NA	Intergenic	Intergenic	-8224	NM_001145453	2674	Hs.388347	NM_005264	ENSG00000151892	GFRA1	GDNFR|GDNFRA|GFR-ALPHA-1|RET1L|RETL1|TRNR1	GDNF family receptor alpha 1	protein-coding
24359	chr3	172279062	172279561	+	0	NA	intron (NM_001135095, intron 6 of 25)	intron (NM_001135095, intron 6 of 25)	169145	NM_198407	2693	Hs.130212	NM_004122	ENSG00000121853	GHSR	GHDP	growth hormone secretagogue receptor	protein-coding
11373	chr6	56683865	56684364	+	0	NA	intron (NM_001144770, intron 6 of 94)	intron (NM_001144770, intron 6 of 94)	-41225	NM_001723	667	Hs.604915	NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBSB2|HSAN6|MACF2	dystonin	protein-coding
20273	chr14	61420326	61420825	+	0	NA	intron (NM_006255, intron 2 of 13)	intron (NM_006255, intron 2 of 13)	99132	NM_006255	5583	Hs.333907	NM_006255	ENSG00000027075	PRKCH	PKC-L|PKCL|PRKCL|nPKC-eta	protein kinase C eta	protein-coding
26798	chr7	96910439	96910938	+	0	NA	Intergenic	LTR33B|LTR|ERVL	-94865	NM_005222	1750	Hs.249196	NM_005222	ENSG00000006377	DLX6	-	distal-less homeobox 6	protein-coding
11166	chrX	22186376	22186875	+	0	NA	intron (NM_001282754, intron 14 of 20)	MamRep1894|DNA|hAT	-13642	NR_046639	100873942	Hs.633194	NR_046639	ENSG00000224204	PHEX-AS1	-	PHEX antisense RNA 1	ncRNA
17706	chr12	45255032	45255531	+	0	NA	intron (NM_001025356, intron 1 of 19)	intron (NM_001025356, intron 1 of 19)	-37409	NM_001142678	196527	Hs.505339	NM_001025356	ENSG00000177119	ANO6	BDPLT7|SCTS|TMEM16F	anoctamin 6	protein-coding
558	chr3	112646810	112647309	+	0	NA	Intergenic	(T)n|Simple_repeat|Simple_repeat	-5916	NM_199511	151887	Hs.477128	NM_199511	ENSG00000091986	CCDC80	CL2|DRO1|SSG1|URB|okuribin	coiled-coil domain containing 80	protein-coding
21066	chr11	45880108	45880607	+	0	NA	intron (NM_001127457, intron 11 of 11)	intron (NM_001127457, intron 11 of 11)	-5294	NM_005456	9479	Hs.234249	NM_005456	ENSG00000121653	MAPK8IP1	IB1|JIP-1|JIP1|PRKM8IP	mitogen-activated protein kinase 8 interacting protein 1	protein-coding
26264	chr6	14075062	14075561	+	0	NA	Intergenic	Intergenic	-41945	NM_001251901	9308	Hs.595133	NM_004233	ENSG00000112149	CD83	BL11|HB15	CD83 molecule	protein-coding
19635	chr15	55660071	55660570	+	0	NA	intron (NM_173814, intron 11 of 19)	intron (NM_173814, intron 11 of 19)	-71349	NM_015617	26108	Hs.87194	NM_015617	ENSG00000171016	PYGO1	-	pygopus family PHD finger 1	protein-coding
21485	chr1	160639487	160639986	+	0	NA	intron (NM_001330754, intron 1 of 7)	L2a|LINE|L2	7308	NR_104400	6504	Hs.523660	NM_003037	ENSG00000117090	SLAMF1	CD150|CDw150|SLAM	signaling lymphocytic activation molecule family member 1	protein-coding
17069	chr3	46335080	46335579	+	0	NA	Intergenic	Intergenic	-18415	NM_001123041	729230	Hs.511794	NM_001123041	ENSG00000121807	CCR2	CC-CKR-2|CCR-2|CCR2A|CCR2B|CD192|CKR2|CKR2A|CKR2B|CMKBR2|MCP-1-R	C-C motif chemokine receptor 2	protein-coding
17133	chr2	26641197	26641696	+	0	NA	promoter-TSS (NM_001029881)	promoter-TSS (NM_001029881)	-80	NM_001029881	130106	Hs.591579	NM_001029881	ENSG00000157884	CIB4	KIP4	calcium and integrin binding family member 4	protein-coding
21643	chr1	167904530	167905029	+	0	NA	intron (NM_018417, intron 2 of 32)	intron (NM_018417, intron 2 of 32)	9355	NM_001297772	55811	Hs.320892	NM_018417	ENSG00000143199	ADCY10	HCA2|HEL-S-7a|SAC|SACI|Sacy|hsAC	adenylate cyclase 10	protein-coding
20505	chr3	196793118	196793617	+	0	NA	intron (NM_002577, intron 2 of 14)	HAL1|LINE|L1	53510	NM_002577	5062	Hs.518530	NM_002577	ENSG00000180370	PAK2	PAK65|PAKgamma	p21 (RAC1) activated kinase 2	protein-coding
15733	chr11	85076457	85076956	+	0	NA	intron (NM_001351274, intron 5 of 26)	intron (NM_001351274, intron 5 of 26)	-153285	NM_001300983	1740	Hs.367656	NM_001364	ENSG00000150672	DLG2	PPP1R58|PSD-93|PSD93|chapsyn-110	discs large MAGUK scaffold protein 2	protein-coding
26949	chr11	92480444	92480943	+	0	NA	intron (NM_001008781, intron 1 of 24)	intron (NM_001008781, intron 1 of 24)	128597	NM_001008781	120114	Hs.98523	NM_001008781	ENSG00000165323	FAT3	CDHF15|CDHR10|hFat3	FAT atypical cadherin 3	protein-coding
