Intensity 01	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Taxonomy names	C: Student's T-test Significant WT281_W281P	C: Student's T-test significant	C: Student's T-test Significant WT281_W281X	C: Student's T-test significant_	C: Student's T-test Significant W281P_W281X	C: Student's T-test significant__	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value WT281_W281P	N: Student's T-test Difference WT281_W281P	N: Student's T-test Test statistic WT281_W281P	N: -Log Student's T-test p-value WT281_W281X	N: Student's T-test Difference WT281_W281X	N: Student's T-test Test statistic WT281_W281X	N: -Log Student's T-test p-value W281P_W281X	N: Student's T-test Difference W281P_W281X	N: Student's T-test Test statistic W281P_W281X	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
22.4048	17.3894	18.0167	20.0638	20.6409	18.152	21.3323	18.4438	21.6001	17.7297				-1								1	1	1	9	9	9	19.669	0	14.912	14103000	7	4	0.313546	1.2326	0.767096	0.566964	1.39486	1.27591	0.036563	0.162258	0.107918	Q5SRD1;O14925	Q5SRD1;O14925	Putative mitochondrial import inner membrane translocase subunit Tim23B;Mitochondrial import inner membrane translocase subunit Tim23	TIMM23B;TIMM23	61
23.9679	22.015	22.7282	23.9538	24.0209	23.8571	23.9569	22.1085	23.3213	23.3065				-1								8	8	8	62.6	62.6	62.6	19.794	0	99.408	117720000	11	42	0.250225	0.481166	0.63142	0.0714172	-0.150958	-0.203928	0.467636	-0.632124	-1.08055	P19105;O14950;P24844	P19105;O14950;P24844	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B;Myosin regulatory light polypeptide 9	MYL12A;MYL12B;MYL9	62
26.249	21.7654	23.587	23.5043	24.0857	23.5401	23.4427	22.6028	24.4477	23.318				-1								8	7	7	19	17.1	17.1	46.437	0	57.953	188930000	24	52	0.0794232	0.200006	0.225189	0.143964	-0.166796	-0.387891	0.179258	-0.366802	-0.471543	O14979	O14979	Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL	63
20.927	18.1885	17.1599	20.8453	21.6238	20.3057	20.6897	21.5934	21.8415	20.4427				-1								4	4	4	5.8	5.8	5.8	118.29	0	22.746	18743000	45	4	0.444095	1.14471	1.03371	0.717018	1.8653	1.56842	0.17435	0.720594	0.460098	O15042	O15042	U2 snRNP-associated SURP motif-containing protein	U2SURP	64
29.0892	24.9759	26.517	24.0467	27.2786	24.9704	27.5431	21.6031	28.4359	20.6325				-1								62	62	62	57.1	57.1	57.1	172.77	0	323.31	1476700000	95	329	0.0953656	0.793538	0.266748	0.0492755	0.296896	0.143629	0.0735359	-0.496642	-0.209581	O15061	O15061	Synemin	SYNM	65
20.9951	17.2891	19.8973	20.1333	21.8408	21.1583	21.3115	16.9702	20.2787	18.4543				-1								21	3	3	41.2	6.4	6.4	73.153	0	21.001	14188000	43	4	0.315715	1.36682	0.771653	0.0787773	-0.355498	-0.223484	0.839369	-1.72231	-1.80877	O15523	O15523	ATP-dependent RNA helicase DDX3Y	DDX3Y	68
26.2197	23.3991	24.0738	23.9608	23.8808	23.9502	24.2803	23.1313	25.0245	24.0701				-1								19	19	19	28.8	28.8	28.8	90.932	0	129.85	236160000	43	99	0.277717	-0.400415	-0.691	0.272914	-0.230804	-0.680672	0.131857	0.169611	0.358418	O43143	O43143	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	69
20.8595	16.7716	20.2896	20.3143	19.9861	17.5906	18.1213	19.6281	16.7475	20.3813				-1								2	2	2	5.7	5.7	5.7	58.449	0	11.942	6664300	29	6	0.405934	1.27838	0.957127	0.049072	-0.152973	-0.143064	0.401964	-1.43135	-0.949105	O43172	O43172	U4/U6 small nuclear ribonucleoprotein Prp4	PRPF4	70
21.5767	18.4333	19.5207	18.4523	19.1298	18.5858	20.8004	18.0985	20.076	17.288				-1								2	2	2	6.3	6.3	6.3	42.784	0	13.378	8097600	10	4	0.262842	0.743816	0.658904	0.223531	0.48996	0.572411	0.104353	-0.253857	-0.28975	Q9NWB1;O43251;A6NFN3	Q9NWB1;O43251;A6NFN3	RNA binding protein fox-1 homolog 1;RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 3	RBFOX1;RBFOX2;RBFOX3	71
19.9665	17.5658	18.8676	20.4892	20.6476	19.1839	19.7402	18.2183	20.9113	19.7849				-1								3	3	3	5	5	5	90.254	0	18.78	8365800	43	4	0.031925	0.114715	0.0946739	0.00827902	0.0217864	0.0251801	0.0283572	-0.0929286	-0.0844035	O43290	O43290	U4/U6.U5 tri-snRNP-associated protein 1	SART1	72
27.7321	24.8339	25.8765	25.3515	25.7689	25.9074	25.8191	24.7658	26.2799	25.5319				-1								23	23	18	48.8	48.8	41.2	70.942	0	278.96	695100000	41	199	0.0625645	-0.0973136	-0.180092	0.269045	-0.260579	-0.672328	0.132089	-0.163265	-0.358986	O43390	O43390	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	73
21.1438	18.2307	18.9587	19.1355	18.8582	19.2602	18.3716	17.9044	18.9518	19.3475				-1								3	3	3	4.8	4.8	4.8	77.528	0	17.473	5480200	37	3	0.471671	-0.465295	-1.08856	1.20385	-0.740055	-2.5615	0.334972	-0.274761	-0.811881	O43395	O43395	U4/U6 small nuclear ribonucleoprotein Prp3	PRPF3	74
20.7816	19.606	21.2381	21.7181	21.682	21.5704	22.0549	20.7309	22.1615	21.7755				-1								2	2	2	5.4	5.4	5.4	50.75	0	12.951	29380000	9	28	0.127324	0.308249	0.347268	0.0154939	-0.0195859	-0.0467509	0.151401	-0.327834	-0.405791	O43670	O43670	BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	77
22.015	16.4192	21.246	22.461	22.9606	22.5202	21.5057	21.3229	22.4869	21.3192				-1								7	7	7	26.5	26.5	26.5	37.154	0	43.121	40772000	16	31	0.407919	1.85464	0.961133	0.0774273	-0.14602	-0.219914	0.452489	-2.00066	-1.05045	O43684	O43684	Mitotic checkpoint protein BUB3	BUB3	79
23.0972	17.6997	22.9075	24.6643	25.6242	23.6856	24.8637	24.3757	23.7531	24.3155				-1								20	20	11	29.1	29.1	17.3	104.85	0	163.56	196170000	61	81	0.636239	3.03178	1.41099	0.897366	1.20208	1.9242	0.348602	-1.8297	-0.840121	O43707;P35609;Q08043;Q9H254	O43707	Alpha-actinin-4	ACTN4	80
20.5916	18.9533	20.0255	21.2877	22.9608	20.5029	20.6183	19.125	22.4128	20.7183				-1								3	3	3	21.1	21.1	21.1	26.227	0	22.433	24855000	15	15	0.0472177	0.206564	0.137905	0.0895902	0.295971	0.251808	0.0282178	0.089407	0.0840008	O43809	O43809	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	81
22.8753	17.1648	18.2258	18.7597	19.4186	18.3346	20.7305	17.0007	21.5736	18.3457				-1								4	4	4	8.4	8.4	8.4	76.107	0	29.078	13192000	28	5	0.00418894	0.0219065	0.0127991	0.214545	0.609939	0.552259	0.167022	0.588032	0.442902	O43823	O43823	A-kinase anchor protein 8	AKAP8	82
23.2921	19.0062	18.759	19.2905	20.2814	18.2189	19.7668	16.4485	20.6827	16.8551				-1								5	5	5	22.9	22.9	22.9	37.106	0	46.627	14647000	17	8	0.00314754	-0.0157324	-0.00962856	0.0204485	0.0761185	0.0613722	0.0267868	0.0918509	0.0798597	O43852	O43852	Calumenin	CALU	83
22.3451	16.2678	19.1528	17.9029	18.6651	17.0188	21.5138	18.1523	22.3674	17.2526				-1								1	1	1	1.9	1.9	1.9	110.4	0.0068807	6.5064	13733000	54	3	0.139462	0.814439	0.376981	0.511786	1.41891	1.16776	0.109921	0.604471	0.303857	O60237	O60237	Protein phosphatase 1 regulatory subunit 12B	PPP1R12B	85
24.7855	19.5692	18.4538	18.3547	19.4033	19.3379	23.056	17.9108	23.4594	19.4115				-1								11	11	11	10.7	10.7	10.7	218.4	0	79.331	51003000	82	18	0.124891	-0.689995	-0.341257	0.379019	1.40789	0.902526	0.703663	2.09789	1.54236	O60318	O60318	Germinal-center associated nuclear protein	MCM3AP	88
17.5304	16.4605	18.1632	19.9607	19.6007	17.4025	19.2747	19.5213	19.9958	18.3292				-1								1	1	1	1.8	1.8	1.8	92.902	0.0070838	6.8743	4247700	44	6	0.514686	1.20374	1.17347	0.554256	0.956759	1.25107	0.0677789	-0.246978	-0.194174	O60341	O60341	Lysine-specific histone demethylase 1A	KDM1A	89
26.3082	20.519	23.5411	22.6188	24.542	22.5347	24.6426	22.4866	25.8769	22.0762				-1								32	32	32	24.8	24.8	24.8	204.74	0	323.31	231850000	135	112	0.241853	1.06634	0.613044	0.570945	0.992219	1.28369	0.0151242	-0.0741221	-0.0456537	O60437	O60437	Periplakin	PPL	92
26.4718	23.3648	24.3997	24.7783	25.3865	24.4483	24.8736	23.972	25.3921	24.5342				-1								20	15	15	40.6	32.9	32.9	69.602	0	223.68	337060000	39	109	0.164377	0.313701	0.436661	0.178332	0.20193	0.469388	0.0649165	-0.111771	-0.186459	O60506	O60506	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	93
18.7457	22.6167	23.2529	21.7187	22.9077	21.1294	21.0515	20.0829	24.3275	23.6014				-1								10	10	10	19.4	19.4	19.4	84.784	0	77.997	67545000	45	41	1.05474	-2.16783	-2.24474	0.262494	-0.686321	-0.658148	0.856512	1.4815	1.84277	O60568	O60568	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	PLOD3	94
22.5716	16.1808	16.9412	18.3642	20.9987	19.3162	19.4854	17.4398	18.7122	17.2561				-1								3	3	3	4.1	4.1	4.1	108.17	0	20.123	9715600	54	4	0.692787	1.92493	1.52115	0.371479	1.10074	0.88713	0.338106	-0.82419	-0.818389	O60716	O60716	Catenin delta-1	CTNND1	95
22.3129	20.4317	21.558	20.7421	20.9183	17.5161	20.3434	20.4822	21.0993	19.8926				-1								2	2	2	21.9	21.9	21.9	15.139	0	22.826	19463000	9	11	0.0982004	0.106766	0.274036	0.198409	0.642579	0.515676	0.156436	0.535813	0.417821	O60783	O60783	28S ribosomal protein S14, mitochondrial	MRPS14	96
26.7461	23.7928	24.4203	23.1835	22.9492	24.1076	24.0701	23.2659	24.0542	23.5322				-1								15	15	15	42.8	42.8	42.8	57.673	0	227.11	242490000	34	82	0.425403	-0.364713	-0.996308	0.403655	-0.475444	-0.952522	0.0991005	-0.110731	-0.276343	O60832	O60832	H/ACA ribonucleoprotein complex subunit 4	DKC1	98
18.3502	20.0224	20.2326	19.4647	19.4153	20.3013	20.3698	19.3731	19.8382	17.0468				-1								1	1	1	3.3	3.3	3.3	42.99	0.0070505	6.8	7983100	5	9	0.299913	0.750252	0.738331	0.265321	-0.280098	-0.664275	0.442779	-1.03035	-1.03109	O75177	O75177	Calcium-responsive transactivator	SS18L1	101
18.568	17.9365	19.36	19.1378	16.6583	18.3109	19.9105	18.1075	17.4857	19.1031				-1								1	1	1	4.6	4.6	4.6	36.087	0.0026774	11.712	2235200	14	3	0.0157785	0.0503044	0.0475949	0.289183	-0.710777	-0.715532	0.587852	-0.761082	-1.31669	O75190	O75190	DnaJ homolog subfamily B member 6	DNAJB6	102
22.129	16.8833	19.2766	21.6156	21.9605	19.5781	21.4157	17.5204	21.6416	19.7869				-1								2	2	2	5	5	5	52.545	0	19.28	20272000	27	8	0.164882	0.861581	0.437854	0.0302873	0.14209	0.0899686	0.173885	-0.71949	-0.459011	O75306	O75306	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	NDUFS2	103
23.1982	19.4846	22.3644	23.8534	24.385	23.7645	23.7551	23.5006	24.1307	23.4086				-1								19	15	13	11.2	9.5	8.2	278.16	0	115.11	122600000	146	55	0.451704	1.53895	1.04888	0.430542	0.552814	1.00661	0.257807	-0.986134	-0.647966	O75369	O75369	Filamin-B	FLNB	104
20.1696	15.8729	20.037	20.6196	21.3729	18.795	18.2913	17.6877	20.8982	17.7078				-1								2	2	2	5.8	5.8	5.8	51.712	0	12.929	7811800	20	3	0.198118	0.957678	0.515011	0.215653	-0.699911	-0.554753	0.457323	-1.65759	-1.06007	O75390	O75390	Citrate synthase, mitochondrial	CS	106
20.2144	19.52	20.5442	22.6627	22.2294	21.9232	22.0384	22.486	22.8932	20.4349				-1								5	5	5	5.4	5.4	5.4	108.8	0	28.077	38421000	39	18	0.570092	1.30186	1.28202	0.355061	0.541248	0.853441	0.255477	-0.760617	-0.642892	O75400	O75400	Pre-mRNA-processing factor 40 homolog A	PRPF40A	107
24.1185	22.6402	24.0919	24.8956	25.0469	25.1529	24.8676	24.6573	25.2173	25.0655				-1								12	12	12	28.3	28.3	28.3	60.103	0	139.33	277000000	37	103	0.259839	0.549589	0.652385	0.159194	0.143774	0.424383	0.171731	-0.405814	-0.453967	O75475	O75475	PC4 and SFRS1-interacting protein	PSIP1	109
22.356	16.8626	20.4087	20.9878	20.4628	21.7137	21.8369	20.8641	20.9356	21.1113				-1								5	3	3	19.8	12.9	12.9	39.171	0	30.075	23650000	25	11	0.417432	1.41808	0.980296	0.0105939	0.0178623	0.032138	0.414067	-1.40022	-0.973524	O75477	O75477	Erlin-1	ERLIN1	110
22.5038	14.912	17.3537	20.753	21.3541	20.128	18.4867	21.3898	22.1284	20.0974				-1								5	5	5	26.5	26.5	26.5	30.241	0	32.023	19995000	20	11	0.22674	1.36429	0.579571	0.283446	0.998649	0.703279	0.0526799	-0.365639	-0.153052	O75489	O75489	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	111
24.9933	21.9882	23.6157	22.9206	23.4368	23.5904	23.2684	22.8761	23.4354	22.9182				-1								5	5	3	19.1	19.1	10.7	31.3	0	49.669	119410000	14	48	0.381933	0.413182	0.908464	0.256516	-0.181775	-0.645155	0.54744	-0.594957	-1.23772	O75494	O75494	Serine/arginine-rich splicing factor 10	SRSF10	112
18.4995	18.709	20.0192	21.8495	22.5114	21.1502	20.4531	20.6244	21.4037	22.0249				-1								6	6	6	7.1	7.1	7.1	145.83	0	60.633	23670000	69	17	0.14855	0.483779	0.398946	0.0790109	0.190048	0.2241	0.091073	-0.293731	-0.255656	O75533	O75533	Splicing factor 3B subunit 1	SF3B1	113
21.766	16.8791	21.565	22.0874	21.811	21.9383	21.4338	21.5185	22.2325	22.0846				-1								2	2	2	17.4	17.4	17.4	19.343	0	54.387	34035000	8	13	0.269851	1.18907	0.674067	0.645844	-0.275738	-1.42969	0.343179	-1.4648	-0.828905	O75607	O75607	Nucleoplasmin-3	NPM3	114
24.853	19.6504	24.1018	24.582	24.545	24.3932	24.2426	24.3169	25.0359	23.8997				-1								26	26	26	15.4	15.4	15.4	244.5	0	227.42	211560000	122	116	0.386408	1.50617	0.917569	0.0182854	0.00916926	0.0550075	0.382731	-1.497	-0.910089	O75643	O75643	U5 small nuclear ribonucleoprotein 200 kDa helicase	SNRNP200	115
21.3873	20.5975	20.1246	18.9191	17.4675	19.6626	19.5526	19.4967	20.049	20.5717				-1								1	1	1	6.6	6.6	6.6	41.45	0.0075188	8.3824	10455000	18	5	1.03843	-1.56713	-2.21093	0.400994	-0.72985	-0.947145	0.996681	0.837285	2.12505	O75683	O75683	Surfeit locus protein 6	SURF6	116
21.2131	18.2597	16.4737	20.1382	20.4451	20.3827	19.0445	18.6579	21.009	18.2002				-1								3	3	3	2.9	2.9	2.9	155.2	0	17.474	9758000	62	5	0.0739372	0.226205	0.210649	0.100263	0.384304	0.27932	0.0340888	0.158099	0.100868	O75694	O75694	Nuclear pore complex protein Nup155	NUP155	117
24.6688	19.8289	18.4243	20.7588	22.731	17.6327	22.4958	18.0182	23.4433	19.8415				-1								14	9	9	28.2	20.5	20.5	74.761	0	83.012	55216000	38	18	0.00738473	0.0438112	0.0224827	0.52422	2.14307	1.1922	0.618357	2.09926	1.37616	O75746	O75746	Calcium-binding mitochondrial carrier protein Aralar1	SLC25A12	118
18.0043	19.199	16.5247	17.2328	20.9628	18.8935	18.0091	18.2295	21.4512	19.1261				-1								2	2	2	11.6	11.6	11.6	26.131	0.0013532	11.8	6572000	14	7	0.283943	-0.858274	-0.704342	0.571167	1.51681	1.28412	1.0767	2.37508	2.2905	O75934	O75934	Pre-mRNA-splicing factor SPF27	BCAS2	119
22.4104	17.2937	20.5604	20.4477	22.2996	21.3224	22.8917	21.2309	22.1282	20.316				-1								7	7	7	21.3	21.3	21.3	47.355	0	46.642	32628000	31	18	0.678798	2.22808	1.49388	1.14895	1.36388	2.44317	0.236651	-0.864202	-0.601566	O75955	O75955	Flotillin-1	FLOT1	121
24.5537	17.8698	21.952	19.2865	20.8027	19.198	21.305	16.9618	21.3631	18.9588				-1								3	3	3	0.9	0.9	0.9	346.9	0	17.954	37151000	163	4	0.0590277	0.292619	0.17047	0.0995109	-0.455643	-0.277394	0.211552	-0.748262	-0.545513	O75962	O75962	Triple functional domain protein	TRIO	122
19.9981	17.1202	17.0982	19.4227	19.1178	19.4811	19.6358	17.6694	18.8538	18.686				-1								2	2	2	21.4	21.4	21.4	11.428	0	11.939	4969300	8	4	0.295214	0.587685	0.728365	0.0490728	0.140327	0.143066	0.176989	-0.447357	-0.466259	O75964	O75964	ATP synthase subunit g, mitochondrial	ATP5L	123
26.794	24.7268	24.8274	23.7757	23.4832	24.3787	24.2351	22.9884	24.9904	24.3488				-1								18	18	18	44.1	44.1	44.1	54.972	0	161.95	304560000	26	82	1.2884	-1.11972	-2.74809	0.733963	-0.758308	-1.60153	0.433321	0.361416	1.01218	O76021	O76021	Ribosomal L1 domain-containing protein 1	RSL1D1	124
21.0324	18.7966	16.4438	20.6249	20.8041	20.0679	19.6666	19.5618	20.1639	19.9429				-1								1	1	1	2.4	2.4	2.4	74.605	0.0075377	8.4306	10936000	39	7	0.257644	0.3764	0.647612	0.284123	0.965334	0.704727	0.160514	0.588934	0.427518	O76094	O76094	Signal recognition particle subunit SRP72	SRP72	125
22.6058	16.5875	19.9591	20.7844	18.9263	20.5453	21.079	20.2312	20.9288	17.2279				-1								3	3	3	4.8	4.8	4.8	124.11	0	16.398	16679000	60	2	0.542468	1.83077	1.22799	0.201051	-0.350774	-0.521703	0.726274	-2.18154	-1.5865	O94875	O94875	Sorbin and SH3 domain-containing protein 2	SORBS2	126
25.2457	21.8715	22.8663	23.0651	23.5361	23.3031	24.1784	22.8426	24.2765	22.8988				-1								6	6	4	22.7	22.7	15.6	37.839	0	46.63	137210000	24	49	0.250552	0.503412	0.632135	0.470516	0.440851	1.08627	0.0297261	-0.062561	-0.0883526	O94905	O94905	Erlin-2	ERLIN2	127
21.8518	18.4815	18.8927	19.7317	20.0637	21.1533	21.6563	19.2246	21.5549	18.5894				-1								4	4	4	5.1	5.1	5.1	106.92	0	23.461	16329000	63	9	0.247936	0.772921	0.626407	0.149138	0.38895	0.400361	0.115926	-0.383971	-0.318948	O94906	O94906	Pre-mRNA-processing factor 6	PRPF6	128
24.9956	16.4023	26.516	25.3526	24.4082	25.4002	17.0488	24.7257	24.3201	26.2069				-1								1	1	1	2.1	2.1	2.1	81.853	0.0070012	6.6784	364960000	30	1	0.0212067	-0.24884	-0.0635965	0.659838	-3.69535	-1.45695	0.496878	-3.44651	-1.1384	O94993	O94993	Transcription factor SOX-30	SOX30	130
21.7557	14.9296	16.0596	21.0924	21.0384	20.3403	17.1821	18.0046	22.1741	18.5743				-1								2	2	2	21.7	21.7	21.7	15.208	0	13.402	13990000	8	6	0.0254792	0.182377	0.0760652	0.0758696	-0.422394	-0.215785	0.0817831	-0.604772	-0.231405	O95168	O95168	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	NDUFB4	131
20.074	18.251	19.1331	21.4375	20.9762	19.4416	19.4577	18.6944	18.977	18.562				-1								3	3	3	10	10	10	51.466	0	20.448	9652800	21	7	0.724601	1.11273	1.58323	0.107973	-0.294618	-0.298933	0.870673	-1.40735	-1.87092	O95232	O95232	Luc7-like protein 3	LUC7L3	132
25.2966	21.4147	22.6473	21.9858	22.9435	22.2648	23.6346	20.2285	24.2059	21.4494				-1								9	9	9	38.9	38.9	38.9	40.75	0	155.67	104300000	23	46	0.021045	-0.0878194	-0.0631223	0.00947972	-0.0304362	-0.0287935	0.0202418	0.0573832	0.0607653	O95299	O95299	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUFA10	133
19.1099	15.481	19.9468	17.6631	19.1374	17.731	17.7348	16.8784	18.5862	17.7858				-1								1	1	1	0.6	0.6	0.6	247.74	0.0068337	6.4831	1969900	128	2	0.215653	0.632494	0.554752	0.205187	-0.530114	-0.531107	0.413569	-1.16261	-0.972521	O95425	O95425	Supervillin	SVIL	134
20.6473	18.686	18.6114	18.6979	18.3722	19.5429	18.6947	17.4904	19.4485	18.4997				-1								1	1	1	5	5	5	30.065	0.0073082	7.3314	3914000	13	2	0.680492	-0.69227	-1.49718	0.753114	-0.764994	-1.63899	0.0607214	-0.0727234	-0.175085	O95478	O95478	Ribosome biogenesis protein NSA2 homolog	NSA2	136
22.8516	15.2707	20.9555	20.2194	22.7224	20.956	19.3539	19.8837	21.4448	19.8118				-1								6	6	6	8.1	8.1	8.1	107.54	0	40.884	24520000	60	9	0.354938	1.81094	0.853188	0.0176081	-0.056942	-0.0530085	0.428474	-1.86788	-1.00247	O95782;O94973	O95782;O94973	AP-2 complex subunit alpha-1;AP-2 complex subunit alpha-2	AP2A1;AP2A2	139
23.8039	21.579	22.6133	21.1654	20.8898	21.8556	20.4816	20.0925	22.2656	21.2683				-1		#ERROR!	WT281_W281P	#ERROR!	WT281_W281X			6	6	6	16.8	16.8	16.8	63.182	0	39.479	42434000	33	25	1.50465	-1.21634	-3.25303	1.36085	-1.39013	-2.91257	0.124286	-0.173793	-0.339761	O95793	O95793	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	140
27.5181	23.6843	24.0789	23.0728	24.8734	23.8921	26.5426	22.5914	26.6392	22.9451				-1								12	12	12	61.1	61.1	61.1	23.772	0	174.89	495200000	16	89	0.0527217	0.246259	0.153167	0.345094	0.987874	0.832869	0.251325	0.741615	0.633827	O95816	O95816	BAG family molecular chaperone regulator 2	BAG2	141
19.5298	17.6809	20.4746	20.6642	21.5941	19.132	21.3433	18.0455	21.1099	18.6234				-1								3	3	3	6.7	6.7	6.7	66.9	0	18.049	12810000	32	3	0.31752	1.18957	0.775441	0.0667128	0.23739	0.191305	0.349541	-0.952181	-0.84206	O95831	O95831	Apoptosis-inducing factor 1, mitochondrial	AIFM1	142
20.5552	17.698	19.3348	20.8363	21.1093	19.3982	17.0555	19.7939	20.5325	20.4301				-1								2	2	2	14.5	14.5	14.5	20.776	0	11.995	10866000	12	3	0.0532823	-0.233987	-0.154713	0.155638	-0.536856	-0.415919	0.103866	-0.302869	-0.288512	O96000	O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUFB10	143
20.7164	18.9128	22.1656	22.2655	23.0112	23.6643	22.0098	21.8179	22.9837	22.3377				-1								4	4	4	19.1	19.1	19.1	37.893	0	27.274	55225000	11	26	0.263195	0.868249	0.65967	0.276196	-0.418831	-0.687733	0.403179	-1.28708	-0.951561	O96008	O96008	Mitochondrial import receptor subunit TOM40 homolog	TOMM40	144
19.4848	24.846	25.6914	24.5545	26.2588	25.6357	26.616	25.8646	25.4726	24.8409				-1		#ERROR!	WT281_W281P					14	14	14	43.4	43.4	43.4	47.46	0	186.19	481970000	20	132	1.77573	1.19329	3.95414	1.04311	0.952578	2.22061	0.220634	-0.240708	-0.565929	O96019;O94805	O96019	Actin-like protein 6A	ACTL6A	145
26.2165	15.7154	18.7041	21.1126	20.4256	19.8001	19.1174	20.2489	19.7091	20.6084				-1								3	2	2	11.1	7.5	7.5	36.688	0	27.946	86831000	24	5	0.331171	1.25303	0.803971	0.0241744	0.0583846	0.0722689	0.291722	-1.19464	-0.720941	P00338;Q6ZMR3;P07864	P00338	L-lactate dehydrogenase A chain	LDHA	146
22.3143	18.9219	18.4164	22.669	23.0784	22.6557	21.7475	22.0363	23.2062	21.4303				-1								3	3	3	20.3	20.3	20.3	25.565	0	19.308	48171000	6	16	0.349843	1.10126	0.842682	0.28509	1.04034	0.706796	0.0106616	-0.0609144	-0.0323408	P00403	P00403	Cytochrome c oxidase subunit 2	MT-CO2	147
18.3831	21.6249	21.262	22.6317	20.9018	23.1669	21.9103	23.7512	21.5426	24.0127				-1								3	3	3	9.4	9.4	9.4	44.614	0	17.008	61665000	30	2	0.0613523	-0.205571	-0.176801	0.0567663	-0.165725	-0.164287	0.0133227	0.0398458	0.0402949	P00558;P07205	P00558	Phosphoglycerate kinase 1	PGK1	148
21.0829	22.9701	23.6464	23.4126	22.6914	23.0226	21.3397	22.6046	23.9016	23.8112				-1								7	7	7	7.8	7.8	7.8	138.94	0	50.408	89449000	83	41	1.20096	-1.3491	-2.55522	1.14156	-1.14863	-2.4274	0.225206	0.200461	0.57615	P02452;CON__Q862S4	P02452	Collagen alpha-1(I) chain	COL1A1	151
18.8776	20.6637	19.8978	20.0942	20.4453	19.3183	19.707	17.9116	19.8107	21.5919			#ERROR!	-1								2	2	2	1.8	1.8	1.8	138.56	0.0026702	11.706	11022000	76	9	0.663429	-1.33412	-1.46394	0.203602	-0.415436	-0.527507	0.747065	0.918683	1.62715	P02461;CON__P04258	P02461;CON__P04258	Collagen alpha-1(III) chain	COL3A1	152
25.8269	22.4463	23.3768	24.4178	24.2929	24.6897	24.9599	22.7489	25.4444	24.0254				-1								7	7	7	50.3	50.3	50.3	20.159	0	111.45	248570000	11	88	0.00865963	0.0285797	0.0263265	0.0735321	-0.160812	-0.209571	0.0694103	-0.189391	-0.198555	P02511	P02511	Alpha-crystallin B chain	CRYAB	153
26.325	24.2055	25.1461	25.999	26.7773	26.2634	27.4507	25.8467	26.9505	25.9915				-1								31	31	31	52	52	52	74.139	0	323.31	843360000	44	246	0.45238	0.975736	1.05023	0.706182	0.88869	1.54727	0.0337189	-0.0870463	-0.0998109	P02545	P02545	Prelamin-A/C;Lamin-A/C	LMNA	154
18.4838	18.2293	19.0454	21.0509	22.0978	21.4979	22.7332	21.3136	20.2372	21.5375				-1								6	6	6	22.5	22.5	22.5	39.42	0	51.724	24696000	23	17	0.913482	2.04682	1.95649	0.817978	1.51677	1.76648	0.163065	-0.530051	-0.43356	P04075	P04075	Fructose-bisphosphate aldolase A	ALDOA	156
29.1506	28.2593	30.8617	30.1538	30.2746	30.4294	30.4869	30.2129	30.3209	30.1415			#ERROR!	-1								40	38	28	60.2	58.7	46.9	66.038	0	323.31	12083000000	35	779	0.492627	0.750948	1.13001	0.284697	-0.156802	-0.705955	0.586513	-0.90775	-1.31408	P04264;CON__P04264	P04264;CON__P04264	Keratin, type II cytoskeletal 1	KRT1	158
27.5759	20.5984	23.1664	24.811	24.7539	23.456	23.5135	23.944	24.3228	24.5673				-1								9	9	9	54.3	54.3	54.3	36.053	0	203.78	354250000	20	58	0.272628	0.907633	0.680056	0.155557	0.259342	0.415726	0.178415	-0.648291	-0.46958	P04406	P04406	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	159
23.5885	18.6592	21.9602	23.5792	23.9009	22.9459	23.0147	22.4856	23.5036	23.5306				-1								4	4	4	24.9	24.9	24.9	22.782	0	99.664	91744000	12	38	0.300501	1.23594	0.739576	0.1861	0.305307	0.487405	0.214353	-0.930628	-0.551827	P04792	P04792	Heat shock protein beta-1	HSPB1	160
