Intensity 01_rerun	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Student's T-test Significant I315I_I315R	C: Student's T-test significant	C: Student's T-test Significant I315I_I315X	C: Student's T-test significant_	C: Student's T-test Significant I315R_I315X	C: Student's T-test significant__	C: Student's T-test Significant I315R_I315X_	C: Student's T-test significant___	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value I315I_I315R	N: Student's T-test Difference I315I_I315R	N: Student's T-test Test statistic I315I_I315R	N: -Log Student's T-test p-value I315I_I315X	N: Student's T-test Difference I315I_I315X	N: Student's T-test Test statistic I315I_I315X	N: -Log Student's T-test p-value I315R_I315X	N: Student's T-test q-value I315R_I315X	N: Student's T-test Difference I315R_I315X	N: Student's T-test Test statistic I315R_I315X	N: -Log Student's T-test p-value I315R_I315X_	N: Student's T-test Difference I315R_I315X_	N: Student's T-test Test statistic I315R_I315X_	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
18.7969	19.544	19.0348	19.1678	20.0288	18.3859	18.9427	18.4924	18.503	19.5917			-1									1	1	1	1.8	1.8	1.8	105.34	0.0057143	1.8676	5792400	44	1	0.217889	-0.273051	-0.559775	0.44519	-0.524499	-1.0359	0.205607	0.883425	-0.251448	-0.53206	0.205607	-0.251448	-0.53206	Q99613;B5ME19	Q99613;B5ME19	Eukaryotic translation initiation factor 3 subunit C;Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3C;EIF3CL	6
18.7988	23.6729	22.8702	23.0196	22.9663	23.512	22.9392	22.8702	23.1722	23.1749		#ERROR!	-1			#ERROR!	I315I_I315X					3	3	3	40.7	40.7	40.7	11.756	0	11.025	84332000	5	22	1.17867	0.430793	2.50697	1.60624	0.527107	3.50603	0.447758	0.766212	0.0963135	1.04102	0.447758	0.0963135	1.04102	CON__ENSEMBL:ENSBTAP00000014147	CON__ENSEMBL:ENSBTAP00000014147			9
17.7798	27.1095	26.9016	26.7811	25.8855	27.1886	25.4014	26.2491	26.6534	26.5692		#ERROR!	-1									7	7	7	30.2	30.2	30.2	43.9	0	178.87	929630000	17	129	0.925969	0.450675	1.98159	0.909847	0.920977	1.9492	0.429349	0.772817	0.470302	1.00422	0.429349	0.470302	1.00422	CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462	CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462			10
28.2458	28.3984	28.3585	27.9498	27.8302	28.051	27.6623	28.0798	28.0567	28.0778		#ERROR!	-1									1	1	1	3.5	3.5	3.5	24.409	0.0057637	1.8926	2850900000	12	50	0.46896	0.132845	1.08318	0.384103	0.218328	0.91288	0.148651	0.916083	0.0854836	0.399191	0.148651	0.0854836	0.399191	CON__P00761	CON__P00761			11
24.645	23.3957	24.2716	23.4157	24.2432	24.5847	22.8173	22.8191	22.5187	23.3373		#ERROR!	-1									12	9	4	28	23.1	14.2	51.621	0	42.151	145130000	35	36	0.188375	0.309021	0.492654	0.13325	-0.277672	-0.36183	0.496952	0.757546	-0.586693	-1.13854	0.496952	-0.586693	-1.13854	CON__P02533;P02533;CON__Q9Z2K1;CON__Q3ZAW8;CON__Q6IFX2;CON__A2A4G1;CON__P19012;P19012;CON__Q61782;CON__P35900;CON__Q9D312;P35900;CON__Q8N1A0;CON__Q7Z3Y9;Q8N1A0;Q7Z3Y9	CON__P02533;P02533;CON__Q9Z2K1;CON__Q3ZAW8	Keratin, type I cytoskeletal 14	KRT14	13
24.5195	23.5259	23.8702	22.8298	23.938	23.8276	22.1346	22.719	22.7615	22.8416		#ERROR!	-1									21	9	1	33	18.6	3	60.024	0	21.662	116010000	36	33	0.834004	0.574846	1.79815	0.0287967	0.0574048	0.0856726	0.365489	0.788459	-0.517441	-0.874866	0.365489	-0.517441	-0.874866	CON__P48668;CON__P02538;P48668;P02538;CON__P04259	CON__P48668;CON__P02538;P48668;P02538;CON__P04259	Keratin, type II cytoskeletal 6C;Keratin, type II cytoskeletal 6A	KRT6C;KRT6A	14
24.4546	19.434	21.0638	19.5089	20.0393	19.0232	18.5334	18.4472	19.992	19.1507		#ERROR!	-1									3	3	3	18.6	18.6	18.6	22.975	0	5.7971	30609000	11	7	0.460504	0.447473	1.06639	0.192883	-0.395709	-0.503026	0.455398	0.761156	-0.843182	-1.05624	0.455398	-0.843182	-1.05624	CON__P02662	CON__P02662			15
20.1486	22.5359	23.4449	19.884	18.1403	22.6568	21.6244	17.901	19.8929	19.7598		#ERROR!	-1									20	2	2	35	12.8	12.8	47.538	0	2.5546	30449000	32	3	1.0676	2.51364	2.27149	0.127485	0.625321	0.347666	0.488512	0.750907	-1.88832	-1.12188	0.488512	-1.88832	-1.12188	CON__P05784;CON__Q99456;CON__O76013;CON__Q9UE12;CON__A2A5Y0;CON__Q15323;CON__REFSEQ:XP_986630;CON__Q14532;CON__Q14525;CON__A2AB72;CON__O76015;CON__O76014;Q99456;Q14525;O76013;O76015;Q14532;Q15323;O76014	CON__P05784			20
33.8406	34.0766	34.0896	33.8472	34.382	33.0281	33.9738	34.0575	32.5668	33.7581		#ERROR!	-1									64	61	48	90.3	88.8	79.7	53.704	0	323.31	154020000000	32	2386	0.660076	-0.663761	-1.45741	0.933819	-0.924637	-1.99741	0.801571	0.678639	-0.260876	-1.73413	0.801571	-0.260876	-1.73413	P05787;CON__P05787;CON__H-INV:HIT000292931;CON__Q9H552;CON__H-INV:HIT000016045;CON__Q9DCV7;CON__Q3KNV1;CON__P08729;P08729;Q9NSB2;CON__Q9NSB2;CON__Q6ISB0;P78386;CON__Q14CN4-1;CON__Q61726;Q14533;CON__P78386;CON__O43790;CON__Q6IME9;CON__P78385;O43790;CON__Q6NT21;P78385;CON__Q14533;Q14CN4	P05787;CON__P05787	Keratin, type II cytoskeletal 8	KRT8	21
21.3895	17.6591	21.7461	18.9495	21.0643	20.4215	16.8838	18.7736	18.2749	18.6325		#ERROR!	-1									9	2	2	16.9	5.9	5.9	51.267	0	3.1263	11539000	35	10	1.43E-05	-3.69E-05	-4.38E-05	0.254757	-1.11288	-0.641322	0.296377	0.824744	-1.11284	-0.730835	0.296377	-1.11284	-0.730835	CON__P08779;P08779	CON__P08779;P08779	Keratin, type I cytoskeletal 16	KRT16	22
21.5106	21.6202	21.7725	20.9129	22.0217	23.0232	21.9787	21.0815	22.5512	21.9378		#ERROR!	-1									4	4	4	15.9	15.9	15.9	38.418	0	18.436	41065000	17	24	0.979777	1.08742	2.09054	0.492719	0.473884	1.13019	0.874872	0.626687	-0.613539	-1.87928	0.874872	-0.613539	-1.87928	CON__P12763	CON__P12763			23
29.1071	29.7462	28.5218	28.302	29.7956	29.2343	27.9149	28.1089	27.9486	28.0869		#ERROR!	-1									33	31	28	54.1	51.8	48.4	59.51	0	323.31	4845300000	28	527	0.683679	0.81042	1.50339	0.109035	0.232273	0.301618	0.444944	0.768396	-0.578147	-1.03541	0.444944	-0.578147	-1.03541	CON__P13645;P13645;CON__P02535-1;CON__Q7Z3Y7;Q7Z3Y7;CON__Q148H6;CON__Q7Z3Z0;CON__Q7Z3Y8;CON__Q2M2I5;Q7Z3Z0;Q7Z3Y8;Q2M2I5	CON__P13645;P13645	Keratin, type I cytoskeletal 10	KRT10	24
24.2174	24.1488	23.4853	23.2863	24.0936	24.2343	22.963	23.5048	23.1451	23.6456		#ERROR!	-1									20	8	3	27.8	12.9	5.1	62.378	0	18.042	140190000	35	46	0.425654	0.363826	0.996811	0.27584	0.328755	0.686968	0.0345717	0.958904	-0.0350711	-0.102247	0.0345717	-0.0350711	-0.102247	CON__P13647;P13647	CON__P13647;P13647	Keratin, type II cytoskeletal 5	KRT5	25
32.1037	31.9148	31.7721	31.725	31.3631	31.9151	31.2023	31.6142	31.7232	31.5198		#ERROR!	-1									14	14	14	25.1	25.1	25.1	68.124	0	323.31	35074000000	25	763	1.24565	0.231351	2.65306	1.05026	0.405213	2.23544	0.411104	0.780251	0.173862	0.967555	0.411104	0.173862	0.967555	CON__P15636	CON__P15636			26
18.9487	21.1417	21.14	18.1899	18.462	21.1044	18.1197	17.7086	17.5212	18.8664		#ERROR!	-1									35	1	1	75.8	5.6	5.6	65.865	0	22.642	7384900	41	4	0.598518	1.6675	1.33749	0.167705	0.681901	0.444511	0.414186	0.784473	-0.985604	-0.973763	0.414186	-0.985604	-0.973763	CON__P35908	CON__P35908			28
27.6427	28.2499	27.767	27.0239	28.3715	28.0669	26.5935	27.0769	26.33	26.8231		#ERROR!	-1									35	30	1	75.6	69	4.7	65.432	0	323.31	1968000000	42	335	0.393202	0.574289	0.931364	0.0116612	-0.0284144	-0.0353341	0.498819	0.759743	-0.602704	-1.14222	0.498819	-0.602704	-1.14222	CON__P35908v2;P35908	CON__P35908v2;P35908	Keratin, type II cytoskeletal 2 epidermal	KRT2	29
21.6536	20.533	21.5348	17.8959	18.8697	17.9706	17.1369	19.3179	18.5241	18.0328		#ERROR!	-1									8	2	2	15.3	4.9	4.9	48.105	0	3.7096	8764700	34	4	0.26299	0.593707	0.659224	0.0388328	-0.171227	-0.114357	0.219664	0.875111	-0.764934	-0.563758	0.219664	-0.764934	-0.563758	CON__Q04695;Q04695;CON__Q9QWL7	CON__Q04695;Q04695;CON__Q9QWL7	Keratin, type I cytoskeletal 17	KRT17	30
17.6832	20.0772	21.0393	20.75	18.7322	21.1238	19.6737	20.4096	20.0217	19.4926		#ERROR!	-1									2	2	2	7.9	7.9	7.9	26.59	0.0030534	2.1685	11341000	11	4	0.135099	0.190181	0.366353	0.31969	0.592498	0.77999	0.202052	0.880057	0.402317	0.523981	0.202052	0.402317	0.523981	CON__Q05B55	CON__Q05B55			31
18.146	21.1395	20.9278	21.4628	18.9836	22.321	19.9201	20.7521	21.7081	20.1873		#ERROR!	-1									3	3	3	7.5	7.5	7.5	65.056	0	10.258	19813000	31	13	0.85252	0.922122	1.83484	1.27051	1.77903	2.70814	0.56677	0.779706	0.856904	1.27553	0.56677	0.856904	1.27553	CON__Q1RMK2	CON__Q1RMK2			32
19.1923	22.2088	21.3206	21.0393	19.5388	22.5473	19.0074	20.8377	21.7965	20.138		#ERROR!	-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					2	2	2	14.5	14.5	14.5	24.536	0	16.697	23710000	10	35	1.91016	1.51257	4.33531	1.41681	2.22864	3.04274	0.404162	0.790512	0.716075	0.953547	0.404162	0.716075	0.953547	CON__Q1RMN8	CON__Q1RMN8			33
21.8597	21.6131	21.9818	19.0098	18.8209	21.957	19.1129	17.1163	19.7514	17.716		#ERROR!	-1	#ERROR!	I315I_I315R							12	3	2	22.9	8.1	8.1	33.012	0	3.8613	16675000	23	6	1.63285	3.15975	3.57416	0.39311	1.13528	0.931178	0.81265	0.686462	-2.02447	-1.75597	0.81265	-2.02447	-1.75597	CON__Q3SX28;P07951	CON__Q3SX28;P07951	Tropomyosin beta chain	TPM2	34
21.2111	22.3363	21.2436	21.2633	20.9127	21.5065	20.2149	21.1554	19.2482	20.8117		#ERROR!	-1									9	1	1	12.2	3	3	70.922	0.004386	1.9511	23692000	43	9	0.0165051	-0.0463994	-0.0497475	0.0877722	0.239973	0.247078	0.359041	0.791202	0.286373	0.86163	0.359041	0.286373	0.86163	CON__Q3TTY5	CON__Q3TTY5			35
25.576	25.9549	25.6794	25.453	25.9976	24.4666	26.1906	25.5768	24.6373	24.4188		#ERROR!	-1									10	4	4	14	7.7	7.7	61.358	0	6.6025	480070000	39	5	0.0766461	-0.129965	-0.217845	0.884225	-0.936277	-1.89793	0.952433	0.664427	-0.806312	-2.03501	0.952433	-0.806312	-2.03501	CON__Q6IFZ6;CON__Q7Z794;Q7Z794	CON__Q6IFZ6;CON__Q7Z794;Q7Z794	Keratin, type II cytoskeletal 1b	KRT77	36
19.4714	21.5225	21.495	21.3082	21.5513	22.9149	20.4509	20.9027	18.3491	20.6135		#ERROR!	-1									3	3	3	7.2	7.2	7.2	282.39	0	4.9657	25605000	104	9	0.0030271	-0.0126508	-0.0092614	0.058671	-0.236888	-0.169496	0.211813	0.883178	-0.224237	-0.546102	0.211813	-0.224237	-0.546102	CON__Q86YZ3;Q86YZ3	CON__Q86YZ3;Q86YZ3	Hornerin	HRNR	37
20.5449	20.5856	20.5892	19.0234	21.0897	17.8022	20.19	19.996	18.3244	20.3835		#ERROR!	-1									6	1	1	22.1	6.1	6.1	23.122	0.0098177	1.7763	11384000	12	1	0.40189	-0.8969	-0.948956	0.897748	-1.71889	-1.92496	0.788662	0.694416	-0.821994	-1.70874	0.788662	-0.821994	-1.70874	CON__REFSEQ:XP_092267	CON__REFSEQ:XP_092267			39
21.7238	22.4671	22.7387	21.7548	23.4357	19.3526	21.6802	20.5733	21.1847	20.76			-1									4	4	4	2.6	2.6	2.6	205.42	0	8.7035	40895000	107	19	0.00940698	-0.0278695	-0.0285748	0.71154	-1.61674	-1.55773	1.1886	0.708145	-1.58887	-2.52841	1.1886	-1.58887	-2.52841	E9PAV3;Q13765;Q9BZK3	E9PAV3;Q13765	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha	NACA	40
25.9832	25.8139	27.2106	24.9176	25.1669	23.6285	25.1235	24.4995	22.9205	23.9613			-1									33	33	33	40.5	40.5	40.5	121.68	0	106.14	447500000	67	146	0.13679	-0.338514	-0.370479	0.703881	-1.71271	-1.54278	0.861018	0.638324	-1.37419	-1.85172	0.861018	-1.37419	-1.85172	O00159	O00159	Unconventional myosin-Ic	MYO1C	41
22.2152	22.2308	22.2885	21.1094	21.6135	19.8132	20.1492	20.7004	19.3982	21.3167			-1									5	5	5	40.3	40.3	40.3	23.354	0	14.233	27476000	14	16	0.246265	-0.561438	-0.622743	0.329757	-0.869666	-0.801025	0.178267	0.880399	-0.308229	-0.469237	0.178267	-0.308229	-0.469237	O00161	O00161	Synaptosomal-associated protein 23	SNAP23	42
25.2691	25.3187	25.219	25.2212	26.0764	24.5193	24.8553	25.084	25.1545	25.1177			-1									16	16	13	36.3	36.3	30.6	63.704	0	43.686	394930000	34	131	0.227032	-0.143448	-0.580221	0.37026	-0.386052	-0.884636	0.266078	0.846587	-0.242604	-0.665915	0.266078	-0.242604	-0.665915	O00425	O00425	Insulin-like growth factor 2 mRNA-binding protein 3	IGF2BP3	44
21.9093	21.7947	21.5541	21.2393	22.7999	21.3341	21.4763	21.6685	21.6017	22.1748			-1									5	5	5	13.6	13.6	13.6	66.049	0	12.635	37245000	36	21	0.14454	-0.117386	-0.389285	0.33708	-0.366603	-0.816259	0.187928	0.880703	-0.249217	-0.491624	0.187928	-0.249217	-0.491624	O00567	O00567	Nucleolar protein 56	NOP56	48
25.8921	26.6831	27.1645	26.4225	26.4017	24.9506	25.9412	25.6955	24.8758	25.8427			-1									26	25	8	51.4	49.7	17.7	73.243	0	116.37	741200000	40	215	0.313491	-0.48374	-0.766982	0.655638	-0.999317	-1.44877	0.542077	0.767504	-0.515577	-1.22722	0.542077	-0.515577	-1.22722	O00571;Q9NQI0	O00571	ATP-dependent RNA helicase DDX3X	DDX3X	49
20.067	20.6906	20.6204	17.6025	22.5816	20.0253	20.306	20.7921	18.0895	22.2486			-1									2	2	2	13.2	13.2	13.2	21.054	0	2.9994	19842000	7	10	0.144072	-0.612604	-0.388152	0.673823	-1.56756	-1.48419	0.244025	0.870157	-0.954959	-0.617822	0.244025	-0.954959	-0.617822	O14683	O14683	Tumor protein p53-inducible protein 11	TP53I11	52
21.032	20.6712	21.0872	21.1233	20.5412	20.3554	21.5557	21.7937	18.8517	20.9739			-1									2	2	2	12.9	12.9	12.9	21.943	0	4.8777	20444000	10	13	1.02033	-1.33749	-2.17359	0.804585	-1.1019	-1.74007	0.240169	0.871946	0.235585	0.609334	0.240169	0.235585	0.609334	O14925;Q5SRD1	O14925;Q5SRD1	Mitochondrial import inner membrane translocase subunit Tim23;Putative mitochondrial import inner membrane translocase subunit Tim23B	TIMM23;TIMM23B	53
28.6786	28.24	28.9324	27.6017	27.3592	28.0146	27.0081	26.5638	26.6951	26.3356			-1									10	10	5	63.2	63.2	29.8	19.794	0	284.02	2333500000	11	173	0.588147	0.816182	1.31727	0.0526241	-0.116664	-0.152897	0.587912	0.774335	-0.932845	-1.31681	0.587912	-0.932845	-1.31681	P19105;O14950	P19105;O14950	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	54
23.8515	24.3784	24.2538	23.6722	24.9121	23.0505	23.7767	24.1212	23.4485	23.9805			-1									6	5	5	15.2	13.3	13.3	46.437	0	20.328	171190000	24	60	0.291179	-0.29884	-0.719784	0.600829	-0.688409	-1.342	0.476338	0.744707	-0.389569	-1.0978	0.476338	-0.389569	-1.0978	O14979	O14979	Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL	55
27.4348	28.2369	28.6192	28.1279	28.1625	26.3621	27.7251	27.6327	26.0172	27.1177			-1									62	62	62	53.3	53.3	53.3	172.77	0	323.31	2233600000	95	559	0.430747	-0.754012	-1.00702	0.815285	-1.29683	-1.76117	0.62746	0.76349	-0.542821	-1.39389	0.62746	-0.542821	-1.39389	O15061;REV__Q9Y2K3	O15061	Synemin	SYNM	57
19.9911	19.4542	21.3877	20.9258	22.1935	16.6924	19.0077	19.0692	18.5654	18.2919			-1									20	2	2	38	4.2	4.2	73.153	0	5.0965	13079000	43	6	0.455355	-1.19162	-1.05615	0.979885	-2.62567	-2.09076	0.508466	0.758608	-1.43404	-1.16123	0.508466	-1.43404	-1.16123	O15523	O15523	ATP-dependent RNA helicase DDX3Y	DDX3Y	60
24.3089	24.5804	24.9443	24.5638	25.5568	22.849	24.4444	24.5256	23.0601	24.7856			-1									14	14	14	22.3	22.3	22.3	90.932	0	21.557	244510000	43	86	0.958278	-1.12852	-2.04685	1.1031	-1.48534	-2.3459	0.465151	0.755102	-0.356817	-1.07562	0.465151	-0.356817	-1.07562	O43143	O43143	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	61
21.3995	21.6374	21.3187	21.4511	21.9215	20.3514	22.2372	22.3338	20.6635	20.8179			-1									1	1	1	2.7	2.7	2.7	55.098	0.0029455	1.9712	30561000	26	3	0.482383	-0.650144	-1.10977	0.933147	-0.941696	-1.99605	0.220433	0.876026	-0.291552	-0.56548	0.220433	-0.291552	-0.56548	O43236	O43236	Septin-4	SEPT4	62
25.0115	25.5019	25.1641	25.1801	26.6273	25.1891	25.3042	25.4358	24.8293	25.796			-1									15	15	12	32.1	32.1	27.2	70.942	0	61.868	473760000	41	143	0.490667	-0.297239	-1.12614	0.447171	-0.525132	-1.03985	0.172827	0.880162	-0.227894	-0.456535	0.172827	-0.227894	-0.456535	O43390	O43390	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	64
20.8048	20.8614	21.3531	20.4124	23.1207	19.9321	21.9896	21.8913	21.5347	22.0831			-1									2	2	2	5.4	5.4	5.4	50.75	0	4.2925	33468000	9	16	0.415176	-0.686147	-0.975757	0.92681	-1.37838	-1.98329	0.395971	0.791509	-0.692231	-0.936978	0.395971	-0.692231	-0.936978	O43670	O43670	BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207	66
21.5074	22.1302	21.5625	21.6257	22.8135	21.5759	21.8239	22.0084	21.4193	21.9421			-1									3	3	3	10.4	10.4	10.4	37.154	0	3.2792	39167000	16	4	0.241039	-0.150279	-0.611251	0.337996	-0.358187	-0.818162	0.200844	0.876351	-0.207908	-0.521231	0.200844	-0.207908	-0.521231	O43684	O43684	Mitotic checkpoint protein BUB3	BUB3	67
24.0906	24.5084	24.4452	23.6711	23.9404	23.6916	20.9139	22.6818	23.7303	22.8848			-1									16	16	9	26	26	16.8	104.85	0	36.032	137940000	61	86	1.04832	0.897531	2.23141	0.316408	0.876918	0.773107	0.00591305	0.992136	-0.0206134	-0.0180319	0.00591305	-0.0206134	-0.0180319	O43707;Q08043	O43707	Alpha-actinin-4	ACTN4	68
20.5582	19.6834	21.2866	19.08	22.6695	17.34	21.1472	21.1824	19.5787	19.8054			-1			#ERROR!	I315I_I315X					3	3	3	18.5	18.5	18.5	26.227	0	4.8797	18571000	15	7	0.516206	-1.15525	-1.17646	1.45319	-2.83374	-3.12894	1.00313	0.630851	-1.67849	-2.13827	1.00313	-1.67849	-2.13827	O43809	O43809	Cleavage and polyadenylation specificity factor subunit 5	NUDT21	69
20.1708	20.7861	22.0524	21.4792	22.3561	17.8215	20.8995	20.9613	18.7408	21.3			-1									4	4	4	11.1	11.1	11.1	76.107	0	11.396	22441000	28	16	1.12688	-2.13072	-2.39618	1.26756	-2.65321	-2.70159	0.484612	0.753856	-0.522484	-1.11418	0.484612	-0.522484	-1.11418	O43823	O43823	A-kinase anchor protein 8	AKAP8	71
19.8867	21.3433	19.5741	20.3888	20.3634	18.666	21.3219	20.9771	18.9674	19.9135			-1									3	3	3	16.2	16.2	16.2	37.106	0	3.4623	13734000	17	5	0.354409	-0.767581	-0.852098	0.315732	-0.760894	-0.77169	0.00369779	0.993524	0.0066878	0.0113047	0.00369779	0.0066878	0.0113047	O43852	O43852	Calumenin	CALU	72
22.9173	23.4166	24.2886	23.4114	24.6482	21.3667	23.3696	23.5212	20.4621	23.6459			-1									11	11	11	10.4	10.4	10.4	218.4	0	39.797	117210000	82	57	0.948944	-1.77771	-2.02795	1.16099	-2.35364	-2.46894	0.676519	0.745924	-0.575933	-1.48944	0.676519	-0.575933	-1.48944	O60318	O60318	Germinal-center associated nuclear protein	MCM3AP	74
25.2476	25.7227	26.079	25.3917	25.8437	24.2611	25.5354	25.5043	23.4573	25.0645			-1									35	35	35	27.8	27.8	27.8	204.74	0	141.74	433270000	135	215	0.54971	-0.839816	-1.24217	0.917615	-1.33904	-1.96479	1.14334	0.681016	-0.499222	-2.43119	1.14334	-0.499222	-2.43119	O60437	O60437	Periplakin	PPL	75
23.7139	24.2354	24.4277	23.8497	24.2959	23.5524	23.5071	23.4895	23.6564	23.2572			-1									11	8	8	24.1	19.1	19.1	69.602	0	75.502	151040000	39	65	0.443766	0.282623	1.03305	0.297602	-0.262149	-0.733434	0.746247	0.742675	-0.544771	-1.62555	0.746247	-0.544771	-1.62555	O60506	O60506	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP	76
19.2919	18.9896	19.9739	18.0692	19.0053	18.3402	17.8056	18.4852	18.9131	17.853			-1									3	3	3	4.4	4.4	4.4	108.17	0	2.8848	3910800	54	3	1.03974	0.611848	2.21364	0.0981079	-0.180638	-0.273798	0.534199	0.764234	-0.792486	-1.21178	0.534199	-0.792486	-1.21178	O60716	O60716	Catenin delta-1	CTNND1	77
18.7994	20.0915	19.9818	18.8621	18.3014	18.3342	18.4736	16.283	18.1538	20.1417			-1									1	1	1	11.7	11.7	11.7	15.139	0	3.4557	4096100	9	4	0.121738	0.430857	0.333441	0.0242161	-0.0591145	-0.0723904	0.145134	0.913276	-0.489971	-0.390718	0.145134	-0.489971	-0.390718	O60783	O60783	28S ribosomal protein S14, mitochondrial	MRPS14	78
24.6343	24.252	23.6008	23.987	24.8477	24.1336	24.0062	24.3159	24.1715	24.4914			-1									3	3	3	27.8	27.8	27.8	13.952	0	6.8848	204180000	11	16	0.200563	-0.0790691	-0.52059	0.0311648	0.0341155	0.0924916	0.102857	0.926203	0.113185	0.285942	0.102857	0.113185	0.285942	Q99880;Q99879;Q99877;Q93079;Q8N257;Q5QNW6;Q16778;P62807;P58876;P57053;P33778;P23527;P06899;O60814;Q96A08;A0A2R8Y619	Q99880;Q99879;Q99877;Q93079;Q8N257;Q5QNW6;Q16778;P62807;P58876;P57053;P33778;P23527;P06899;O60814;Q96A08	Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 3-B;Histone H2B type 2-F;Histone H2B type 2-E;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 1-K;Histone H2B type 1-A	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST3H2BB;HIST2H2BF;HIST2H2BE;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST1H2BK;HIST1H2BA	79
22.4529	22.2639	22.4073	22.5476	23.552	21.9018	21.5571	20.6733	22.1705	22.8915			-1									7	7	7	20.4	20.4	20.4	57.673	0	26.65	55946000	34	39	0.0362309	0.0746403	0.106974	0.267493	-0.393408	-0.668974	0.200452	0.875006	-0.468048	-0.520338	0.200452	-0.468048	-0.520338	O60832	O60832	H/ACA ribonucleoprotein complex subunit 4	DKC1	80
22.0783	21.975	21.8709	22.1179	22.9178	19.5927	23.0102	22.3085	19.5809	21.9286			-1									1	1	1	1.1	1.1	1.1	160.9	0.0015552	2.2911	44071000	94	10	1.01355	-1.73547	-2.15964	1.18975	-2.21681	-2.5309	0.559791	0.781368	-0.481344	-1.26189	0.559791	-0.481344	-1.26189	O75116	O75116	Rho-associated protein kinase 2	ROCK2	82
19.3034	19.4584	20.7106	19.4334	19.9019	17.4137	19.7674	19.8947	19.792	19.4806			-1									1	1	1	4.6	4.6	4.6	36.087	0	2.8114	7369800	14	6	0.399153	-0.714849	-0.943419	0.707019	-1.23858	-1.54891	0.729007	0.753366	-0.523732	-1.59184	0.729007	-0.523732	-1.59184	O75190	O75190	DnaJ homolog subfamily B member 6	DNAJB6	83
20.1062	20.1259	21.383	20.3099	21.3326	20.1903	19.7434	20.6061	18.748	18.9981			-1									2	2	2	6.5	6.5	6.5	52.545	0	3.9407	13582000	27	8	0.155375	-0.283315	-0.415293	0.724405	-1.13159	-1.58285	0.508298	0.755839	-0.848273	-1.1609	0.508298	-0.848273	-1.1609	O75306	O75306	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	NDUFS2	84
20.0567	19.8007	21.2144	19.4416	20.6016	18.5397	21.1001	21.1418	18.5291	20.2561			-1			#ERROR!	I315I_I315X					2	2	2	22	22	22	13.757	0	9.8744	13313000	6	7	0.956767	-1.32332	-2.04379	1.91897	-2.01549	-4.36117	0.587735	0.770847	-0.692167	-1.31646	0.587735	-0.692167	-1.31646	O75348;O95670	O75348;O95670	V-type proton ATPase subunit G 1;V-type proton ATPase subunit G 2	ATP6V1G1;ATP6V1G2	86
23.4422	23.8548	23.9454	22.2923	23.6568	22.9031	22.7984	22.9295	22.7222	22.6359			-1									16	14	14	9.8	8.8	8.8	278.16	0	34.877	97648000	146	70	0.611837	0.540795	1.36345	0.246651	-0.306807	-0.623588	1.01858	0.635378	-0.847602	-2.16998	1.01858	-0.847602	-2.16998	O75369	O75369	Filamin-B	FLNB	87
20.9732	21.6021	21.4262	20.5773	22.4793	21.1837	21.9629	22.5251	21.7388	22.327			-1									3	3	3	17.1	17.1	17.1	29.763	0	5.2272	36738000	12	17	0.178783	-0.301567	-0.470437	0.574864	-0.447912	-1.29134	0.0745323	0.939666	-0.146345	-0.212233	0.0745323	-0.146345	-0.212233	O75431	O75431	Metaxin-2	MTX2	88
