"","seqnames","start","end","width","strand","Conc","Conc_WT","Conc_MUTANT","Fold","p.value","FDR"
"60516","chr2",55843141,55843641,501,"*",5.88227582825575,6.83939886652572,1.78847056009387,5.05092830643186,1.57055894056608e-14,1.06646636505989e-11
"37827","chr14",89061696,89062196,501,"*",6.05175704114181,6.89308860333592,3.78847056009387,3.10461804324205,1.57214084339388e-14,1.06646636505989e-11
"83846","chr3",194086663,194087163,501,"*",5.84243993823011,6.74023328916581,2.97243288531541,3.76780040385041,1.60082588142654e-14,1.08014874846127e-11
"79793","chr3",114022104,114022604,501,"*",5.86266845687948,6.81114097805934,2.02970084050329,4.78144013755605,1.61489353507011e-14,1.08387552756991e-11
"15520","chr10",71339961,71340461,501,"*",5.79822760449483,6.7144297273126,2.65082260040437,4.06360712690823,1.64186594625028e-14,1.09617883691442e-11
"70378","chr20",38622957,38623457,501,"*",6.02485992107315,6.87080280723172,3.72128758701992,3.1495152202118,1.73506775512835e-14,1.15233934488765e-11
"51475","chr18",3107678,3108178,501,"*",5.80004881369047,6.71926378341331,2.60131019733162,4.1179535860817,1.80319116477915e-14,1.18767084909579e-11
"21316","chr11",60285749,60286249,501,"*",5.80275680267977,6.71205334945196,2.7661775915031,3.94587575794886,1.80699140632774e-14,1.18767084909579e-11
"65646","chr2",182616733,182617233,501,"*",5.85871006200032,6.75202991629433,3.04829589296735,3.70373402332698,1.83783448836178e-14,1.20171639442097e-11
"110879","chr7",106424969,106425469,501,"*",6.01676834129984,6.86957421500597,3.65082260040437,3.2187516146016,1.86961290220465e-14,1.21622633779725e-11
"76099","chr3",19889188,19889688,501,"*",5.85422388572319,6.74444366873678,3.0836054552258,3.66083821351098,1.88816455963601e-14,1.21885868732407e-11
"5041","chr1",85294960,85295460,501,"*",5.79097577663724,6.70820549520917,2.62627879283291,4.08192670237626,1.89287643397693e-14,1.21885868732407e-11
"20078","chr11",19519896,19520396,501,"*",5.82028377079464,6.73492741665801,2.6986919993566,4.03623541730141,1.91333913841213e-14,1.22581260800937e-11
"107010","chr7",22673192,22673692,501,"*",5.78593616110795,6.70139987362478,2.65082260040437,4.05057727322041,2.02365251591761e-14,1.28997170326221e-11
"5611","chr1",94616398,94616898,501,"*",5.90147700653518,6.78302069996518,3.23631462889095,3.54670607107423,2.03871575678205e-14,1.29307585589658e-11
"92585","chr5",72653513,72654013,501,"*",5.83013794857567,6.73556106937003,2.85197280990056,3.88358825946947,2.1281607972846e-14,1.34309180824451e-11
"83847","chr3",194089451,194089951,501,"*",5.86949479875756,6.76373086657745,3.04708913566676,3.71664173091069,2.14802753351303e-14,1.3489187558475e-11
"39071","chr15",36428110,36428610,501,"*",5.90943563233737,6.78215036258794,3.3436318892735,3.43851847331443,2.16039961037276e-14,1.35000498214289e-11
"32828","chr13",49238602,49239102,501,"*",6.07740557221288,6.92051074400133,3.79877235474896,3.12173838925237,2.25100756290281e-14,1.3997294674968e-11
"71430","chr20",57006694,57007194,501,"*",5.81457331140433,6.76408153200994,1.95282700905593,4.81125452295401,2.37900018878383e-14,1.47210210706149e-11
"80388","chr3",125143874,125144374,501,"*",5.86681167589194,6.74819619887841,3.20350805937271,3.5446881395057,2.56335832394665e-14,1.57848121412272e-11
"61237","chr2",68274012,68274512,501,"*",6.14451459369051,6.96518565483379,4.04769264049264,2.91749301434115,2.62804288977288e-14,1.61049515291531e-11
"82676","chr3",172142335,172142835,501,"*",6.05592776086779,6.89397694363865,3.82057104939201,3.07340589424664,2.84846353077398e-14,1.73717930675837e-11
"117517","chr8",127035657,127036157,501,"*",6.07138476721918,6.90370364965634,3.88338193608494,3.0203217135714,2.90014242985511e-14,1.7602338158468e-11
"67574","chr2",222788077,222788577,501,"*",5.86289113457595,6.75095871211662,3.11922027460079,3.63173843751583,3.04990651036124e-14,1.84231781263021e-11
"94896","chr5",123997782,123998282,501,"*",5.75640583946307,6.68480507560037,2.38810593455224,4.29669914104812,3.29211012812459e-14,1.9791978861273e-11
"111357","chr7",121024073,121024573,501,"*",5.82912736551796,6.71589096826306,3.10152276193905,3.61436820632401,3.33881177298697e-14,1.9978063727686e-11
"101479","chr6",71034710,71035210,501,"*",5.79135690440468,6.6969673361514,2.81042428629117,3.88654304986023,3.42024385362265e-14,2.03692381840254e-11
"106923","chr7",20407676,20408176,501,"*",6.02403136716216,6.8660408333317,3.7549005829814,3.11114025035029,3.4680367581083e-14,2.05573550859605e-11
"67113","chr2",214730751,214731251,501,"*",5.87600374929128,6.76090236563362,3.1710463725795,3.58985599305412,3.93102213850466e-14,2.31933962936555e-11
"107159","chr7",24477759,24478259,501,"*",5.79961066125596,6.69706178984471,2.93425708125383,3.76280470859089,4.11000224298032e-14,2.41371298391916e-11
"107090","chr7",23334564,23335064,501,"*",6.12918030418454,6.94780949513391,4.04769264049264,2.90011685464127,4.28038107022237e-14,2.50218847704999e-11
"13184","chr10",14653665,14654165,501,"*",5.82245905224812,6.71159630468728,3.06546282627253,3.64613347841475,4.51492221652559e-14,2.62078832989343e-11
"88867","chr4",140090145,140090645,501,"*",5.90997989186327,6.77857449374669,3.38810593455224,3.39046855919444,4.52458490403511e-14,2.62078832989343e-11
"106730","chr7",17696394,17696894,501,"*",5.81153591068297,6.76787332351516,1.74353473138517,5.02433859212999,4.56010205359295e-14,2.6293548441017e-11
"109153","chr7",73894952,73895452,501,"*",6.07584414260103,6.90242085326487,3.93360419776614,2.96881665549873,4.58498733588615e-14,2.63174123770059e-11
"110153","chr7",95608712,95609212,501,"*",5.78220216371572,6.67985396760991,2.91412179441565,3.76573217319426,4.63028466299623e-14,2.64576968500179e-11
"8731","chr1",175841755,175842255,501,"*",5.8028198554323,6.70627771271037,2.85335424188319,3.85292347082718,4.68030167657067e-14,2.6609931125098e-11
"42622","chr15",91940865,91941365,501,"*",5.83403069054766,6.72553319849377,3.04708913566676,3.67844406282702,4.69916629633467e-14,2.6609931125098e-11
"60343","chr2",53509724,53510224,501,"*",5.92526084876351,6.78849770206682,3.45840448673225,3.33009321533457,4.71985818366841e-14,2.6609931125098e-11
"36143","chr14",55448049,55448549,501,"*",6.21213404714429,7.01142472788789,4.26735579120457,2.74406893668332,4.81485593879904e-14,2.70254029003777e-11
"948","chr1",12636458,12636958,501,"*",6.24976124084995,7.04319321325634,4.3436318892735,2.69956132398284,5.28120103882419e-14,2.95123750738734e-11
"66781","chr2",205731625,205732125,501,"*",5.98346550587932,6.82601584826868,3.70965273306323,3.11636311520545,5.72193502920738e-14,3.18350395756585e-11
"106474","chr7",11261409,11261909,501,"*",5.77442525492318,6.67150364779467,2.91412179441565,3.75738185337902,5.85242591167565e-14,3.2418861648379e-11
"89581","chr4",152970372,152970872,501,"*",5.95332179392629,6.81940765701684,3.45749641533683,3.36191124168001,5.92016683956446e-14,3.26515219101057e-11
"62265","chr2",96665028,96665528,501,"*",5.93693534589785,6.7917936081514,3.55174081969369,3.24005278845772,6.03771682551267e-14,3.31526201249056e-11
"82120","chr3",157370054,157370554,501,"*",5.85505589754076,6.72689072719299,3.29875747800583,3.42813324918715,6.06329255272135e-14,3.31526201249056e-11
"117064","chr8",118256785,118257285,501,"*",5.87646996908105,6.75585347325008,3.23631462889095,3.51953884435914,6.17633852578953e-14,3.36257894709637e-11
"36253","chr14",57714295,57714795,501,"*",5.80211198085639,6.75815884537099,1.74353473138517,5.01462411398582,6.2441459312449e-14,3.38496751995846e-11
"103861","chr6",132365393,132365893,501,"*",5.74848385181657,6.69558134281704,1.95282700905593,4.74275433376111,6.40163543018502e-14,3.45557556421204e-11
"5731","chr1",99682308,99682808,501,"*",5.76156655455124,6.67554638379037,2.65082260040437,4.024723783386,6.56146099717951e-14,3.52684089158566e-11
"66242","chr2",195612589,195613089,501,"*",5.84908822768795,6.7417602121175,3.04708913566676,3.69467107645074,6.69938743890828e-14,3.58578352489617e-11
"105305","chr6",158405375,158405875,501,"*",6.30478864951194,7.08999524236073,4.45097941004517,2.63901583231556,6.80485728538967e-14,3.62693174943803e-11
"95768","chr5",138963848,138964348,501,"*",5.90260110763857,6.78571739017794,3.21893329642905,3.5667840937489,7.23913796280942e-14,3.84225576928159e-11
"82922","chr3",176469745,176470245,501,"*",6.71219173474916,7.42731858692126,5.23172335360925,2.195595233312,7.27145002989246e-14,3.84332491329966e-11
"11532","chr1",228861142,228861642,501,"*",5.96140800168846,6.80540874547372,3.67495583233035,3.13045291314336,7.5116767346526e-14,3.95382247777656e-11
"110972","chr7",107995441,107995941,501,"*",5.97042804535828,6.82483494832205,3.58949113560239,3.23534381271966,7.59122513012344e-14,3.97918219093562e-11
"80661","chr3",129908437,129908937,501,"*",6.21282757730791,7.00747807457058,4.29875747800583,2.70872059656474,7.87568465694328e-14,4.11130185227395e-11
"21130","chr11",47924173,47924673,501,"*",6.07374009888677,6.90626582564244,3.88405794217971,3.02220788346273,7.91847719656789e-14,4.11669946450422e-11
"20207","chr11",27395517,27396017,501,"*",5.8688844172059,6.73636805350003,3.35860942252891,3.37775863097113,8.09841001717812e-14,4.19305921428195e-11
"101046","chr6",52077393,52077893,501,"*",5.75723548767692,6.65303459416427,2.91412179441565,3.73891279974862,8.57506096360984e-14,4.42180338762535e-11
"46179","chr16",86789747,86790247,501,"*",6.05920057937963,6.8887213814289,3.89370150264625,2.99501987878265,8.66503042355658e-14,4.43639990775868e-11
"108245","chr7",40571796,40572296,501,"*",5.86604927874881,6.7417602121175,3.26735579120457,3.47440442091292,8.67331360265626e-14,4.43639990775868e-11
"99369","chr6",19472051,19472551,501,"*",6.23653073198213,7.02783871652187,4.34412328271858,2.68371543380329,8.75160835194412e-14,4.45846997052536e-11
"115337","chr8",73421039,73421539,501,"*",5.71029121876314,6.64691949295745,2.16993808226025,4.4769814106972,8.82335270044072e-14,4.47703974702522e-11
"29222","chr12",94057467,94057967,501,"*",5.73911796861511,6.67253941198528,2.26839174116204,4.40414767082324,8.93553249580315e-14,4.51589708429331e-11
"23246","chr11",86523998,86524498,501,"*",5.85891928029483,6.72544059061887,3.35860942252891,3.36683116808996,9.07508638047976e-14,4.56822562514531e-11
"65200","chr2",172783050,172783550,501,"*",5.85113122955066,6.71689536131468,3.35860942252891,3.35828593878577,9.89500585229209e-14,4.9612698908101e-11
"64678","chr2",162821119,162821619,501,"*",5.8003422581857,6.68918011540414,3.04708913566676,3.64209097973738,9.99637593786616e-14,4.97664594013679e-11
"80849","chr3",134008509,134009009,501,"*",5.73092290454469,6.64452712909247,2.62627879283291,4.01824833625957,1.00041364324952e-13,4.97664594013679e-11
"44527","chr16",48335884,48336384,501,"*",5.96994984352447,6.82034252984273,3.62627879283291,3.19406373700982,1.01918071973819e-13,5.05019971329017e-11
"10126","chr1",204623266,204623766,501,"*",5.82686880663358,6.69900191811438,3.26735579120457,3.43164612690981,1.03126290241063e-13,5.09018528002308e-11
"116854","chr8",115026550,115027050,501,"*",5.70305346125901,6.62259441611061,2.49864295450465,4.12395146160596,1.06219793277293e-13,5.22255551039195e-11
"96299","chr5",146860376,146860876,501,"*",5.8273907806904,6.70241440253663,3.23631462889095,3.46609977364568,1.09328894166881e-13,5.35466752233867e-11
"41200","chr15",69595307,69595807,501,"*",5.88006608117899,6.74444366873678,3.40168720380428,3.34275646493251,1.11734931175425e-13,5.4514613421019e-11
"58376","chr2",19786525,19787025,501,"*",5.72363053352639,6.62609306203884,2.78847056009387,3.83762250194497,1.12872352411641e-13,5.48585580387796e-11
"18026","chr10",114571476,114571976,501,"*",5.79671426587295,6.70268621100687,2.81042428629117,3.89226192471571,1.19479881652859e-13,5.784832804362e-11
"79740","chr3",113151317,113151817,501,"*",5.70556675700823,6.63133067234499,2.38810593455224,4.24322473779274,1.25271868061372e-13,6.04220038301186e-11
"63635","chr2",137928737,137929638,902,"*",5.7908446829759,6.67891909243198,3.04708913566676,3.63182995676522,1.26630482733443e-13,6.08459469534194e-11
"4523","chr1",65247690,65248190,501,"*",5.73075580894625,6.62764652154788,2.87298802175898,3.7546584997889,1.33120053634653e-13,6.37228114855206e-11
"35629","chr14",49505355,49505855,501,"*",5.80269601497767,6.67845142756802,3.20350805937271,3.47494336819531,1.35574543959481e-13,6.46537671065719e-11
"53290","chr18",58541683,58542183,501,"*",5.90792220044777,6.78049725703735,3.3436318892735,3.43686536776385,1.36892012395891e-13,6.50375489005375e-11
"65334","chr2",175600308,175600808,501,"*",5.71214892421681,6.61380493490919,2.78847056009387,3.82533437481532,1.37800844013336e-13,6.52250472566407e-11
"44501","chr16",47886679,47887179,501,"*",6.14524346490505,6.94532010987839,4.1951885123388,2.7501315975396,1.39127432729584e-13,6.56081527755137e-11
"108446","chr7",44257828,44258328,501,"*",6.01116987571879,6.83847626501698,3.86320453132051,2.97527173369647,1.43992329756812e-13,6.76507963493006e-11
"99485","chr6",22828256,22828756,501,"*",5.73877751733537,6.63779637976516,2.85197280990056,3.78582356986461,1.46041340714044e-13,6.83602810046417e-11
"4023","chr1",55245709,55246209,501,"*",5.81072305051787,6.68135063343637,3.26735579120457,3.41399484223179,1.47580287749368e-13,6.8826671549937e-11
"95136","chr5",127934794,127935294,501,"*",5.84239438373953,6.71013070517079,3.32949021058938,3.38064049458141,1.49571862854871e-13,6.94999631753336e-11
"42103","chr15",83305706,83306206,501,"*",5.68841880518491,6.60397687158518,2.55174081969369,4.05223605189149,1.50719890612457e-13,6.97778086276329e-11
"92456","chr5",68505887,68506387,501,"*",5.67758409500651,6.61272611684227,2.16993808226025,4.44278803458202,1.55255394240954e-13,7.16162082554673e-11
"101486","chr6",71107783,71108283,501,"*",5.7482154761923,6.63577211270545,3.01086298143031,3.62490913127513,1.61284736105687e-13,7.39222057956505e-11
"67580","chr2",222837583,222838083,501,"*",5.67317369400375,6.60811259233127,2.16993808226025,4.43817451007102,1.61420009187046e-13,7.39222057956505e-11
"92824","chr5",75602004,75602504,501,"*",6.22896429420284,7.02614387491423,4.29825038433515,2.72789349057907,1.66225207947872e-13,7.58482973413941e-11
"69023","chr20",4507265,4507765,501,"*",5.74830663365178,6.6358706589154,3.01086298143031,3.62500767748509,1.66936148502888e-13,7.58482973413941e-11
"87948","chr4",114782849,114783349,501,"*",5.73811874944546,6.64912348681062,2.67495583233035,3.97416765448026,1.67419695831287e-13,7.58482973413941e-11
"29037","chr12",89566577,89567077,501,"*",5.78546080384221,6.67150364779467,3.06665431846484,3.60484932932983,1.6853839903604e-13,7.6071163327376e-11
"114687","chr8",56681984,56682484,501,"*",5.67703158141051,6.59348392421918,2.52543615426007,4.06804776995911,1.69110995950557e-13,7.6071163327376e-11
"23238","chr11",86469911,86470411,501,"*",5.94629494301165,6.78310968462075,3.72128758701992,3.06182209760083,1.70237239789453e-13,7.63071884868259e-11
"27797","chr12",58364752,58365252,501,"*",5.67998922294564,6.609094479156,2.29774311236317,4.31135136679283,1.77313512181783e-13,7.91992029833927e-11
"8257","chr1",168301619,168302119,501,"*",5.67760218474849,6.59566969209981,2.49864295450465,4.09702673759516,1.78333640325221e-13,7.93753647106488e-11
"8834","chr1",178634442,178634942,501,"*",5.79087548465704,6.66556303341952,3.20350805937271,3.46205497404681,1.82517708236322e-13,8.09536235146642e-11
"85727","chr4",52823103,52823603,501,"*",5.66663632054467,6.59348392421918,2.32849723210632,4.26498669211286,1.87263302832684e-13,8.27690748812948e-11
"121658","chr9",100440072,100440572,501,"*",5.78683775972429,6.67009296232983,3.10152276193905,3.56857020039078,1.90858226355669e-13,8.40026078037491e-11
"94693","chr5",117486860,117487360,501,"*",5.93863760486463,6.91129515237496,1.20350805937271,5.70778709300225,1.91378564431649e-13,8.40026078037491e-11
"106886","chr7",19944704,19945204,501,"*",5.77306594612725,6.65959785607885,3.04829589296735,3.61130196311151,1.93261048174934e-13,8.42700810227679e-11
"36420","chr14",61125987,61126487,501,"*",6.01892878262757,6.84065341527122,3.91412179441565,2.92653162085557,1.93316570315214e-13,8.42700810227679e-11
"45710","chr16",77353498,77353998,501,"*",5.70398326019801,6.64634351067942,2.02970084050329,4.61664267017613,1.98519553014658e-13,8.62417888322445e-11
"35460","chr14",35607779,35608279,501,"*",6.70215430921233,7.4080162609176,5.26338208317639,2.14463417774121,2.09128027690118e-13,9.05403022817297e-11
"3103","chr1",41902058,41902558,501,"*",5.67260133610511,6.60594560921829,2.20350805937271,4.40243754984558,2.10316685877902e-13,9.07452116904203e-11
"106669","chr7",17130231,17130731,501,"*",5.78197163884308,6.68546112456566,2.83204894033919,3.85341218422647,2.13666558502936e-13,9.18780687430998e-11
"69260","chr20",12113675,12114175,501,"*",5.73072163972114,6.61996208142013,2.97243288531541,3.64752919610473,2.17184188140641e-13,9.30751643041103e-11
"65788","chr2",186771818,186772318,501,"*",6.35808168597963,7.11933786188811,4.64512452859383,2.47421333329428,2.19016022485852e-13,9.35441767150682e-11
